month,day,hour,day of week,air_temp_f,3039 power (kW),3538 power (kW),4031 power (kW),6139 power (kW),7951 power (kW),8386 power (kW),8565 power (kW),9278 power (kW),power(kW)
2.0,1.0,8.0,3.0,55.79,0.883,0.5455,0.3785,1.92825,1.13425,0.91775,0.703,2.4615,8.95175
2.0,1.0,9.0,3.0,57.67,0.82725,0.42275,0.4025,4.251,1.23025,1.11125,0.82125,1.4635,10.52975
2.0,1.0,10.0,3.0,61.63,0.77975,0.44225,0.39575,1.04725,0.892,0.97325,1.13575,2.271,7.936999999999999
2.0,1.0,11.0,3.0,66.76,0.7415,1.20825,0.30225,1.0255,0.84825,0.97875,0.85975,2.7565,8.720749999999999
2.0,1.0,12.0,3.0,68.28,0.77175,0.69525,0.28075,1.00975,1.1175,0.988,0.6075,1.23225,6.70275
2.0,1.0,13.0,3.0,69.51,0.85625,0.25,0.282,1.09675,1.19675,0.96275,0.5925,0.88525,6.12225
2.0,1.0,14.0,3.0,70.83,0.89675,0.25375,0.35625,1.1585,1.1875,0.94525,0.629,0.62,6.047
2.0,1.0,15.0,3.0,70.98,0.91525,0.268,0.37225,1.057,0.9015,0.98875,0.64475,0.62,5.7675
2.0,1.0,16.0,3.0,70.14,0.968,0.31625,0.49375,1.58275,0.65175,1.00125,0.674,0.64375,6.3315
2.0,1.0,17.0,3.0,67.63,0.923,0.3465,0.362,1.61225,0.4935,1.12025,0.92075,0.62925,6.4075
2.0,1.0,18.0,3.0,64.68,2.8760000000000003,0.36125,0.31,1.58575,0.303,1.0315,0.7909999999999999,6.384,13.642500000000002
2.0,1.0,19.0,3.0,62.24,1.48275,0.3975,0.31225,2.4305,0.3165,0.8365,0.90125,4.94925,11.6265
2.0,1.0,20.0,3.0,59.4,2.3425,0.435,1.1185,1.38925,0.583,0.56625,1.7385,0.83225,9.00525
2.0,1.0,21.0,3.0,58.08,1.50025,0.37775,2.6165,1.366,0.38,0.419,1.043,0.63525,8.33775
2.0,1.0,22.0,3.0,56.52,1.369,0.994,1.88825,4.3195,0.5045,0.3465,0.88475,0.71375,11.02025
2.0,1.0,23.0,3.0,54.73,1.4355,0.306,1.55325,1.481,0.87925,0.29225,2.6085,0.5820000000000001,9.13775
2.0,2.0,0.0,4.0,52.93,0.8555,0.19275,0.333,0.7040000000000001,1.19775,0.32475,0.638,0.6405,4.88625
2.0,2.0,1.0,4.0,51.67,0.87725,0.27475,0.40525,0.71775,0.50825,0.28800000000000003,0.62475,1.8285,5.5245
2.0,2.0,2.0,4.0,51.19,0.84125,0.24225,0.4355,0.65675,0.3545,0.30725,0.61525,1.83775,5.2905
2.0,2.0,3.0,4.0,51.12,0.92225,0.28800000000000003,0.30825,0.66025,0.386,0.343,0.5975,2.125,5.63025
2.0,2.0,4.0,4.0,50.57,0.99025,0.27675,0.3685,0.6765,1.933,0.28800000000000003,0.5955,2.82925,7.957750000000001
2.0,2.0,5.0,4.0,49.18,0.92425,0.30325,0.44625,0.8975,0.3585,0.3755,0.63,1.8935,5.828749999999999
2.0,2.0,6.0,4.0,46.87,1.25425,0.25225,0.52175,0.80125,2.053,0.4195,0.769,2.6765,8.7475
2.0,2.0,7.0,4.0,45.44,1.57375,0.3135,1.13675,1.18325,2.239,0.55825,0.7895,0.6665,8.4605
2.0,2.0,8.0,4.0,44.52,1.5145,0.45375,2.4145,0.97425,0.594,0.62525,0.711,2.50025,9.7875
2.0,2.0,9.0,4.0,45.27,1.51475,0.378,0.44075,2.41075,0.443,0.6035,0.64325,3.3975,9.8315
2.0,2.0,10.0,4.0,47.35,1.58275,0.2815,0.33075,6.6275,0.39375,0.657,0.6105,5.702000000000001,16.185750000000002
2.0,2.0,11.0,4.0,50.03,1.592,0.42775,0.33675,3.621,0.4105,0.6075,0.614,3.739,11.3485
2.0,2.0,12.0,4.0,52.08,0.9975,0.46925,0.37125,0.74925,0.4185,0.6245,0.6515,3.5860000000000003,7.867750000000001
2.0,2.0,13.0,4.0,54.62,1.13825,0.34375,0.3385,2.8405,0.3475,0.59675,0.6615,2.14525,8.411999999999999
2.0,2.0,14.0,4.0,56.21,1.09425,0.25975,0.33625,2.8405,0.338,0.58775,0.65575,0.8075,6.91975
2.0,2.0,15.0,4.0,57.44,1.1935,0.329,0.5275,0.6940000000000001,0.304,0.6345,0.66425,0.68775,5.0345
2.0,2.0,16.0,4.0,56.86,1.27575,0.28525,0.49025,1.0085,0.3055,0.598,0.64175,0.7025,5.3075
2.0,2.0,17.0,4.0,57.04,1.5875,0.45625,1.123,0.975,0.8415,0.75325,0.68725,0.64875,7.072499999999999
2.0,2.0,18.0,4.0,56.15,0.9095,0.46075,2.035,1.444,0.45475,0.765,0.6365,0.65075,7.356249999999999
2.0,2.0,19.0,4.0,54.48,0.77375,0.36175,0.6075,1.489,0.519,0.78375,0.5365,0.5335,5.604750000000001
2.0,2.0,20.0,4.0,53.41,0.91875,0.47675,0.58,1.32975,0.45475,0.6475,0.94425,0.62325,5.975
2.0,2.0,21.0,4.0,52.57,1.03225,0.4415,0.65425,1.33025,0.51675,0.55075,1.331,0.54975,6.406499999999999
2.0,2.0,22.0,4.0,51.75,0.9205,0.63075,0.66325,3.3745,0.60375,0.52875,1.39825,0.64225,8.762
2.0,2.0,23.0,4.0,51.3,1.04025,0.54075,0.71475,0.8565,0.3825,0.5005,1.4780000000000002,0.50925,6.022499999999999
2.0,3.0,0.0,5.0,50.63,0.9205,0.386,0.5685,0.76025,1.8545,0.4285,2.4115,1.5075,8.83725
2.0,3.0,1.0,5.0,49.87,0.90575,0.37,0.4355,0.767,0.88225,0.43125,0.6609999999999999,1.308,5.76075
2.0,3.0,2.0,5.0,49.29,0.735,0.391,0.38025,0.7275,1.85275,0.35225,0.62475,1.58125,6.644749999999998
2.0,3.0,3.0,5.0,48.75,0.62475,0.3045,0.4025,0.742,0.3720000000000001,0.45225,0.61975,1.68975,5.2075000000000005
2.0,3.0,4.0,5.0,48.4,0.7205,0.2745,0.39025,0.7559999999999999,1.921,0.3805,0.62575,1.9035,6.9719999999999995
2.0,3.0,5.0,5.0,46.16,0.70225,0.32925,0.40025,0.72575,1.8385,0.40275,0.6235,1.7915,6.813750000000001
2.0,3.0,6.0,5.0,45.55,0.7865,0.26975,0.5205,0.737,0.349,0.52175,0.6235,1.92275,5.73075
2.0,3.0,7.0,5.0,44.32,0.95125,0.275,0.588,1.1505,1.992,0.402,0.6335,2.00375,7.9959999999999996
2.0,3.0,8.0,5.0,44.5,0.9715,0.442,0.47275,2.107,1.12575,0.57875,0.6295,1.84825,8.1755
2.0,3.0,9.0,5.0,44.91,1.3945,0.40975,0.97775,3.492,0.45325,0.50225,0.7945,1.709,9.732999999999999
2.0,3.0,10.0,5.0,46.4,1.59175,0.45975,0.87025,3.3895,2.06275,0.5965,0.8795,1.2815,11.131499999999999
2.0,3.0,11.0,5.0,48.49,1.71375,0.509,0.3435,1.57375,0.2915,0.6675,0.90325,1.101,7.10325
2.0,3.0,12.0,5.0,51.16,2.56275,0.738,0.35025,1.8535,0.64125,0.633,1.93625,1.4375,10.1525
2.0,3.0,13.0,5.0,52.3,1.89125,0.6735,0.338,1.81725,1.75825,0.6545,2.929,1.315,11.37675
2.0,3.0,14.0,5.0,53.56,1.7405,0.43375,0.5615,1.8945,0.30375,0.59875,0.6375,1.26725,7.4375
2.0,3.0,15.0,5.0,55.22,1.95525,0.50325,1.93825,1.66525,0.3045,0.6405,0.61325,0.5555,8.175749999999999
2.0,3.0,16.0,5.0,56.06,1.537,0.4395,1.866,1.5585,1.18975,0.62475,0.753,1.2955,9.264
2.0,3.0,17.0,5.0,56.16,0.737,0.718,1.86475,1.4795,1.07975,0.672,0.86175,0.56575,7.978499999999999
2.0,3.0,18.0,5.0,55.71,0.70525,0.513,0.46475,1.68025,1.0395,0.858,0.9645,1.81275,8.038
2.0,3.0,19.0,5.0,55.08,2.04625,0.402,0.48275,2.28575,0.643,1.31775,1.19375,0.5855,8.95675
2.0,3.0,20.0,5.0,55.08,1.8235,0.491,0.6055,1.81,0.6075,1.02525,1.18175,2.36125,9.905750000000001
2.0,3.0,21.0,5.0,54.51,1.268,0.436,0.62175,1.65775,0.6835,0.71925,1.05025,0.58,7.0165
2.0,3.0,22.0,5.0,52.89,0.75525,0.477,0.58775,1.73625,2.0735,0.39875,0.77225,1.73725,8.538
2.0,3.0,23.0,5.0,51.46,0.721,0.44575,0.578,0.80825,0.3795,0.414,0.7390000000000001,1.76475,5.850250000000001
2.0,4.0,0.0,6.0,50.82,0.63425,0.39425,0.5495,0.73725,2.13475,0.474,0.6925,1.41425,7.030749999999999
2.0,4.0,1.0,6.0,49.83,0.7145,0.29425,0.441,0.7265,2.06225,0.364,0.8225,1.93825,7.36325
2.0,4.0,2.0,6.0,48.81,0.70875,0.28600000000000003,0.42275,0.7225,0.30875,0.42525,0.60075,1.9885,5.46325
2.0,4.0,3.0,6.0,47.66,0.6629999999999999,0.33875,0.37425,0.72075,1.859,0.38625,0.62475,1.869,6.83575
2.0,4.0,4.0,6.0,46.58,0.6940000000000001,0.2785,0.34875,0.706,2.015,0.4035,0.6215,1.807,6.87425
2.0,4.0,5.0,6.0,45.85,0.685,0.265,0.35175,0.78525,1.99275,0.39975,0.618,1.8665,6.964000000000001
2.0,4.0,6.0,6.0,44.42,0.688,0.34425,0.40375,0.73025,0.417,0.584,0.61425,1.6865,5.468
2.0,4.0,7.0,6.0,44.57,0.90725,0.27175,0.58225,0.74,2.76525,0.55775,0.62075,1.9145,8.359499999999999
2.0,4.0,8.0,6.0,44.49,1.4,0.34475,0.665,1.00275,1.01725,0.67925,0.62425,1.7875,7.52075
2.0,4.0,9.0,6.0,47.44,1.82425,0.46475,0.5945,0.91375,1.4495,0.58225,0.81925,1.14925,7.7975
2.0,4.0,10.0,6.0,53.74,1.2055,0.32299999999999995,0.54775,1.046,0.2465,0.58925,0.7,0.53975,5.19775
2.0,4.0,11.0,6.0,63.3,1.262,0.2805,0.8165,0.95975,0.26425,0.5915,0.742,0.616,5.5325
2.0,4.0,12.0,6.0,68.91,1.3965,0.34525,0.64725,1.21475,0.30875,0.57525,0.89275,2.3115,7.692
2.0,4.0,13.0,6.0,72.17,2.02925,0.33075,0.55325,1.05575,0.46225,0.58475,0.69575,3.06775,8.7795
2.0,4.0,14.0,6.0,72.2,2.32575,0.2975,2.829,3.782,1.10575,0.5715,0.617,0.6809999999999999,12.2095
2.0,4.0,15.0,6.0,70.62,3.24025,0.62175,1.831,1.224,1.62775,0.60075,0.6559999999999999,0.863,10.6645
2.0,4.0,16.0,6.0,67.09,3.35875,0.43225,0.63925,1.3245,1.83425,0.6435,0.7445,0.91675,9.89375
2.0,4.0,17.0,6.0,63.55,3.39975,0.3085,3.024,0.6709999999999999,1.92175,0.759,0.79425,1.46775,12.346000000000002
2.0,4.0,18.0,6.0,59.41,1.626,0.224,0.348,0.6895,1.76525,0.93,0.622,2.859,9.063749999999999
2.0,4.0,19.0,6.0,56.88,2.116,0.23875,0.3395,0.655,2.1845,0.67575,0.6175,1.10375,7.93075
2.0,4.0,20.0,6.0,55.61,4.9035,0.2325,0.33625,1.43375,0.78775,0.42675,0.787,1.61,10.5175
2.0,4.0,21.0,6.0,54.21,3.69,0.20525,0.76125,1.49875,2.25025,0.30825,0.861,1.37975,10.9545
2.0,4.0,22.0,6.0,53.36,1.9425,0.3605,1.1445,1.239,1.3205,0.293,0.8340000000000001,1.23075,8.36475
2.0,4.0,23.0,6.0,53.01,1.12525,0.4375,0.3805,0.805,0.3245,0.40425,0.72625,4.133,8.33625
2.0,5.0,0.0,0.0,50.36,1.32175,0.40125,0.35625,0.73375,0.77525,0.31425,0.6595,1.95,6.5120000000000005
2.0,5.0,1.0,0.0,46.49,0.823,0.28125,0.3335,0.679,0.3695,0.3395,0.65275,2.17925,5.65775
2.0,5.0,2.0,0.0,44.57,0.794,0.294,0.3005,0.67625,0.388,0.3395,0.64725,1.88575,5.3252500000000005
2.0,5.0,3.0,0.0,43.43,0.6985,0.317,0.298,0.72625,0.3575,0.35575,0.6485,4.19775,7.59925
2.0,5.0,4.0,0.0,42.76,1.01525,0.381,0.2965,0.682,0.3815,0.30975,0.64525,1.92025,5.6315
2.0,5.0,5.0,0.0,42.18,1.22525,0.3055,0.402,0.69675,0.45475,0.331,0.6475,3.64775,7.7105
2.0,5.0,6.0,0.0,41.29,2.154,0.38825,0.67475,0.946,3.75575,0.43775,0.8245,2.1205,11.3015
2.0,5.0,7.0,0.0,40.41,2.0315,0.3695,3.75375,1.08925,2.02275,0.43,0.7755,2.812,13.284249999999998
2.0,5.0,8.0,0.0,39.88,2.327,0.28725,0.47275,0.7695,1.0845,0.56075,0.79275,2.11175,8.40625
2.0,5.0,9.0,0.0,40.16,1.307,0.38975,0.468,0.79325,0.254,0.588,0.62625,1.9735,6.399750000000001
2.0,5.0,10.0,0.0,41.0,1.12975,0.50275,0.43875,4.03125,0.65475,0.64675,0.602,1.84575,9.851750000000001
2.0,5.0,11.0,0.0,42.54,0.81125,0.50475,0.4395,3.95525,2.277,1.098,0.60075,1.9015,11.588000000000001
2.0,5.0,12.0,0.0,43.88,0.85525,0.5479999999999999,0.62025,1.15025,1.44075,0.69725,0.6,1.81,7.72175
2.0,5.0,13.0,0.0,47.19,0.82925,0.7655,0.3805,5.24975,1.5219999999999998,0.5255,0.7005,1.7775,11.750499999999999
2.0,5.0,14.0,0.0,48.73,0.81375,0.8270000000000001,0.4385,6.397,0.33975,0.5775,0.68525,1.852,11.930750000000002
2.0,5.0,15.0,0.0,50.96,0.789,0.5415,0.5305,1.803,0.2255,0.564,0.8105,0.6735,5.937499999999999
2.0,5.0,16.0,0.0,53.44,0.74925,0.3915,0.4955,1.4175,0.23075,0.62825,0.904,1.6265,6.44325
2.0,5.0,17.0,0.0,54.82,2.084,0.51875,0.7490000000000001,0.779,0.232,0.8140000000000001,0.73825,1.52125,7.436250000000001
2.0,5.0,18.0,0.0,54.07,2.57425,0.54975,4.55075,0.7390000000000001,1.1065,1.094,0.74175,3.0410000000000004,14.397
2.0,5.0,19.0,0.0,53.05,1.88675,0.46525,2.11975,0.9845,0.684,1.04275,0.987,1.1885,9.3585
2.0,5.0,20.0,0.0,53.44,1.97525,0.512,1.973,1.60575,0.7345,0.63,1.26125,2.10125,10.793000000000001
2.0,5.0,21.0,0.0,53.81,1.86725,0.5015,4.58075,1.579,0.599,0.56725,0.92675,3.2995,13.921000000000001
2.0,5.0,22.0,0.0,54.31,1.2009999999999998,0.82025,0.509,4.14225,0.57725,0.4245,0.86075,1.03225,9.56725
2.0,5.0,23.0,0.0,54.51,1.088,0.46325,0.3215,3.48325,1.6785,0.40475,0.81275,3.65875,11.910749999999998
2.0,6.0,0.0,1.0,54.36,0.73375,0.316,0.29,0.74025,0.27675,0.42,0.82525,0.54575,4.14775
2.0,6.0,1.0,1.0,53.7,0.73275,0.4015,0.28425,0.732,0.33525,0.41975,0.7755,1.63775,5.31875
2.0,6.0,2.0,1.0,53.43,0.769,0.423,0.4025,0.74125,2.2845,0.36525,0.84475,1.185,7.01525
2.0,6.0,3.0,1.0,52.39,0.8315,0.34825,0.4035,0.7575,0.343,0.42525,0.6875,1.52125,5.31775
2.0,6.0,4.0,1.0,50.69,0.94925,0.31075,0.4255,0.7795,1.92225,0.38825,0.66325,3.3585,8.79725
2.0,6.0,5.0,1.0,49.67,0.964,0.2865,0.35075,0.74225,0.262,0.35175,0.66925,0.6659999999999999,4.2924999999999995
2.0,6.0,6.0,1.0,49.17,1.6045,0.25375,0.44675,0.7659999999999999,0.33875,0.50025,0.78675,2.27225,6.968999999999999
2.0,6.0,7.0,1.0,49.27,2.91325,0.35200000000000004,0.7675,3.434,2.329,0.436,1.42525,1.10625,12.76325
2.0,6.0,8.0,1.0,50.23,2.17575,0.48875,0.5065,3.34875,0.478,0.5785,0.7875,3.7025,12.06625
2.0,6.0,9.0,1.0,49.88,1.0985,0.31425,0.59375,3.77925,2.52925,0.64625,0.60125,1.62925,11.191750000000003
2.0,6.0,10.0,1.0,48.02,0.81925,0.47725,0.57025,1.96075,2.8760000000000003,0.57425,0.6659999999999999,2.68,10.62375
2.0,6.0,11.0,1.0,47.22,0.80875,0.35225,0.5529999999999999,1.08725,1.7519999999999998,0.62725,0.79625,2.61975,8.596499999999999
2.0,6.0,12.0,1.0,46.94,0.83575,0.39175,0.5195,0.75225,1.3965,0.621,0.64975,2.346,7.5125
2.0,6.0,13.0,1.0,46.61,0.93475,0.3235,0.48975,0.9005,1.23575,0.6085,0.7265,1.82925,7.0485
2.0,6.0,14.0,1.0,46.22,1.5975,0.43325,0.42875,1.195,0.92025,0.5845,0.71775,3.19525,9.07225
2.0,6.0,15.0,1.0,45.88,0.88475,0.6779999999999999,0.374,1.16125,0.3165,0.601,1.23,3.03825,8.28375
2.0,6.0,16.0,1.0,45.71,0.7975,0.50975,0.34025,1.33825,0.70925,0.6679999999999999,0.82175,1.02225,6.206999999999999
2.0,6.0,17.0,1.0,45.75,0.84875,1.52625,0.41875,1.13675,2.04075,0.68525,1.3195,3.749,11.725
2.0,6.0,18.0,1.0,45.43,4.20775,0.73125,0.5405,0.9125,1.251,0.75825,1.851,1.29625,11.5485
2.0,6.0,19.0,1.0,44.69,2.56,0.4995,0.78475,1.90525,0.63525,0.75425,1.51175,5.39525,14.046
2.0,6.0,20.0,1.0,44.32,2.19,0.45075,2.59375,1.4045,0.61225,0.8315,1.00275,2.7915,11.876999999999999
2.0,6.0,21.0,1.0,43.52,1.9245,0.4855,2.05475,1.517,2.16725,0.50575,0.81575,3.23475,12.705250000000001
2.0,6.0,22.0,1.0,42.63,1.53375,0.8845,1.89925,4.12825,0.47525,0.46825,0.58475,2.39675,12.370750000000001
2.0,6.0,23.0,1.0,41.47,0.7695,0.3845,1.82,4.03225,2.47425,0.43325,0.685,2.838,13.43675
2.0,7.0,0.0,2.0,40.19,0.87525,0.42175,0.57,2.584,1.87975,0.4305,0.65175,3.46125,10.87425
2.0,7.0,1.0,2.0,38.8,1.02975,0.3535,0.441,0.7545,1.98275,0.3485,0.6305,1.81625,7.356749999999999
2.0,7.0,2.0,2.0,38.22,0.836,0.42325,0.47775,0.74775,1.7919999999999998,0.3345,0.68175,4.6905,9.9835
2.0,7.0,3.0,2.0,37.38,1.08325,0.45225,0.45175,0.7125,2.06275,0.389,0.5920000000000001,2.027,7.770499999999999
2.0,7.0,4.0,2.0,36.85,1.024,0.3505,0.4545,0.7,2.1035,0.388,0.67425,5.23875,10.933499999999999
2.0,7.0,5.0,2.0,36.78,1.39925,0.36725,0.48775,0.71175,2.37225,0.345,0.6195,3.47625,9.779
2.0,7.0,6.0,2.0,36.64,2.444,0.36075,0.598,0.7505,3.12275,0.54675,0.75425,2.329,10.906
2.0,7.0,7.0,2.0,36.69,1.97725,0.3505,0.89575,1.05575,2.25925,0.422,0.8665,4.29475,12.12175
2.0,7.0,8.0,2.0,36.94,1.76325,0.46425,0.56125,3.19975,1.39125,0.58875,0.84225,3.75775,12.5685
2.0,7.0,9.0,2.0,36.82,1.82575,0.47675,0.27075,4.38975,3.21475,0.56875,0.58175,3.154,14.48225
2.0,7.0,10.0,2.0,37.0,2.0715,0.54975,0.24975,1.311,2.18,0.79275,0.63,1.88425,9.669
2.0,7.0,11.0,2.0,37.54,1.7525,0.65025,0.344,1.12175,2.55675,0.743,0.609,4.55125,12.3285
2.0,7.0,12.0,2.0,39.08,1.77775,0.51075,0.41025,1.17275,2.01625,0.669,0.687,1.2915,8.535250000000001
2.0,7.0,13.0,2.0,42.24,1.70725,0.639,0.43225,3.04225,1.8705,0.73725,0.77525,3.24575,12.4495
2.0,7.0,14.0,2.0,44.29,1.76025,0.45425,0.4485,4.5245,0.36275,0.6005,0.76625,2.4045,11.3215
2.0,7.0,15.0,2.0,46.41,1.55425,0.51925,0.39025,4.47275,1.87925,0.5885,0.79975,1.32775,11.531749999999999
2.0,7.0,16.0,2.0,46.14,0.96125,0.74175,0.43775,2.1995,0.248,0.65075,0.81225,3.11525,9.166500000000001
2.0,7.0,17.0,2.0,46.68,0.987,0.564,2.00125,1.32375,2.32875,0.68675,0.84475,2.80575,11.541999999999998
2.0,7.0,18.0,2.0,46.37,0.97125,0.475,2.20325,1.426,0.89575,0.67875,1.26575,2.9195,10.835249999999998
2.0,7.0,19.0,2.0,44.4,1.09125,0.56325,2.21025,1.73175,2.0980000000000003,0.6945,1.5730000000000002,1.9935,11.9555
2.0,7.0,20.0,2.0,42.85,1.41275,0.55325,2.46775,1.6055,1.94925,0.54325,1.8605,3.47525,13.8675
2.0,7.0,21.0,2.0,41.23,1.69275,0.86775,4.0,1.67175,0.69025,0.71125,3.25075,3.7155,16.6
2.0,7.0,22.0,2.0,39.8,1.60875,0.61825,1.587,1.18775,2.02,0.59775,1.44975,4.31125,13.380500000000001
2.0,7.0,23.0,2.0,38.21,1.05225,0.55225,0.28375,0.93525,2.767,0.6475,0.7985,4.2455,11.282
2.0,8.0,0.0,3.0,37.06,1.1975,0.46425,0.28525,0.90475,3.09225,0.76775,0.722,3.24025,10.674
2.0,8.0,1.0,3.0,36.06,1.0885,0.394,0.3515,0.8755,0.92425,0.67425,0.645,4.782,9.735
2.0,8.0,2.0,3.0,35.31,0.89625,0.393,0.4875,0.91675,3.8145,0.7,0.644,3.0395,10.8915
2.0,8.0,3.0,3.0,34.74,1.10125,0.388,0.5715,0.93425,1.9605,0.65525,0.6385,4.17225,10.421499999999998
2.0,8.0,4.0,3.0,34.5,1.24925,0.3475,0.462,0.915,1.99125,0.6565,0.6385,5.214,11.474
2.0,8.0,5.0,3.0,34.55,1.20175,0.3645,0.4695,0.884,3.299,0.6385,0.6475,1.88825,9.392999999999999
2.0,8.0,6.0,3.0,35.14,2.55375,0.3735,0.5855,1.14375,2.08025,0.74475,0.69175,4.14625,12.319500000000001
2.0,8.0,7.0,3.0,35.05,2.91625,0.48525,1.088,1.46475,3.20075,0.682,0.8270000000000001,0.9405,11.604500000000002
2.0,8.0,8.0,3.0,34.7,1.37975,0.5395,0.493,2.7225,3.06225,0.80125,0.794,4.707,14.49925
2.0,8.0,9.0,3.0,38.09,0.991,0.63125,0.39925,3.943,0.20775,0.66,0.79875,1.745,9.376000000000001
2.0,8.0,10.0,3.0,42.08,1.92725,0.3725,0.29175,1.4935,0.20225,0.693,0.6175,2.08575,7.6834999999999996
2.0,8.0,11.0,3.0,46.78,1.55925,0.3455,0.3215,1.42625,0.195,0.79825,0.56725,2.87325,8.08625
2.0,8.0,12.0,3.0,50.78,1.50575,0.44825,0.28775,1.23125,0.189,0.76,0.68475,0.59225,5.699
2.0,8.0,13.0,3.0,54.23,1.108,0.32675,0.37175,1.14675,1.8205,0.623,0.6415,2.27525,8.3135
2.0,8.0,14.0,3.0,56.78,0.7559999999999999,0.32875,0.3375,1.15075,0.3365,0.589,0.6195,0.55675,4.67475
2.0,8.0,15.0,3.0,58.44,0.84875,0.45,0.3455,1.64775,0.31575,0.58675,0.8079999999999999,0.57375,5.57625
2.0,8.0,16.0,3.0,58.69,0.78275,0.27975,0.31775,1.5985,0.279,0.58425,0.7225,2.32925,6.89375
2.0,8.0,17.0,3.0,58.09,0.784,0.64375,1.02425,1.27125,0.29425,0.9515,0.8115,0.6115,6.392
2.0,8.0,18.0,3.0,57.13,1.91725,0.634,2.06075,1.30725,0.948,0.926,0.92675,3.905,12.625
2.0,8.0,19.0,3.0,55.95,2.3695,0.4115,2.07625,1.7280000000000002,0.46325,0.7175,0.932,1.461,10.159
2.0,8.0,20.0,3.0,55.19,1.87025,0.388,2.1185,1.37075,1.31875,0.502,0.7575,1.1815,9.507249999999999
2.0,8.0,21.0,3.0,54.24,1.5765,0.81025,2.46825,1.4435,0.88375,0.31875,0.85575,2.32025,10.677
2.0,8.0,22.0,3.0,53.44,1.403,0.443,0.3905,3.832,0.32675,0.3785,0.6925,1.83,9.29625
2.0,8.0,23.0,3.0,53.68,1.205,0.41,0.28875,3.30825,1.19625,0.33125,0.6555,1.973,9.368
2.0,9.0,0.0,4.0,53.66,0.805,0.321,0.287,0.70525,1.055,0.32125,0.65325,1.4745,5.62225
2.0,9.0,1.0,4.0,53.46,0.75225,0.33825,0.287,0.652,1.03775,0.3395,0.6475,1.20325,5.257499999999999
2.0,9.0,2.0,4.0,52.74,0.7615,0.32925,0.2735,0.6775,1.02825,0.30975,0.64975,1.8765,5.906000000000001
2.0,9.0,3.0,4.0,52.12,0.75875,0.3185,0.39825,0.66625,0.87,0.3185,0.64825,2.01975,5.9982500000000005
2.0,9.0,4.0,4.0,51.93,0.94925,0.29325,0.4195,0.79975,1.8445,0.32775,0.644,1.8495,7.1275
2.0,9.0,5.0,4.0,51.89,1.1275,0.32125,0.3765,0.83975,0.3255,0.2995,0.652,0.7355,4.6775
2.0,9.0,6.0,4.0,51.69,1.7480000000000002,0.3055,0.5095,0.98975,1.9015,0.3895,0.882,2.617,9.342749999999999
2.0,9.0,7.0,4.0,51.64,2.478,0.339,0.98425,1.771,0.4355,0.37275,0.96125,2.46275,9.8045
2.0,9.0,8.0,4.0,51.87,2.67275,0.44675,0.62325,0.9085,0.5805,0.57425,0.7095,1.35225,7.86775
2.0,9.0,9.0,4.0,52.69,2.55575,0.38,0.52,0.83525,0.42125,0.67225,0.601,3.5305,9.516
2.0,9.0,10.0,4.0,54.5,2.4175,0.7585,0.40825,0.78875,0.381,0.74325,0.60075,3.9045,10.0025
2.0,9.0,11.0,4.0,58.08,1.73975,0.42025,0.32825,0.7490000000000001,0.3215,0.53875,0.61575,2.40525,7.118500000000001
2.0,9.0,12.0,4.0,60.61,1.41025,0.3655,0.36775,0.688,1.12275,0.603,0.708,3.27025,8.535499999999999
2.0,9.0,13.0,4.0,61.61,1.38875,0.36875,0.3185,0.74075,0.3105,0.53725,0.7085,3.5805,7.9535
2.0,9.0,14.0,4.0,62.42,1.41925,0.34175,0.41575,0.7635,0.31175,0.568,0.65125,2.5225,6.9937499999999995
2.0,9.0,15.0,4.0,62.67,1.392,0.28175,0.586,0.58,0.4475,0.629,0.703,1.47025,6.0895
2.0,9.0,16.0,4.0,61.9,1.3585,0.36725,0.48475,0.879,0.3035,0.654,2.214,1.26025,7.521250000000001
2.0,9.0,17.0,4.0,61.98,1.658,0.31975,0.49025,1.51425,0.26625,0.802,1.06,1.664,7.7745
2.0,9.0,18.0,4.0,60.95,2.6275,0.61,0.59125,1.756,0.3,0.74975,3.69425,0.8235,11.152249999999999
2.0,9.0,19.0,4.0,60.47,2.249,0.5415,0.59675,1.4475,0.5355,0.867,1.4425,1.295,8.97475
2.0,9.0,20.0,4.0,59.08,1.8695,0.40825,0.643,1.244,1.93675,0.77125,0.74275,1.39975,9.01525
2.0,9.0,21.0,4.0,58.4,1.85275,0.44275,0.6335,1.162,0.51825,0.58075,0.725,1.4015,7.3165
2.0,9.0,22.0,4.0,57.95,1.57175,0.71,0.4825,3.80225,0.4615,1.218,0.62775,1.48275,10.356499999999999
2.0,9.0,23.0,4.0,58.18,1.168,0.7275,0.4555,0.684,0.878,0.9585,0.6205,2.5865,8.0785
2.0,10.0,0.0,5.0,58.26,1.28625,0.48425,0.355,0.65425,0.30075,0.56875,0.6195,0.65425,4.923
2.0,10.0,1.0,5.0,58.61,0.79625,0.33525,0.33125,0.67025,1.81425,0.48275,0.6295,0.71425,5.77375
2.0,10.0,2.0,5.0,58.96,0.83325,0.25225,0.401,0.64,0.30575,0.3795,0.624,0.81475,4.250500000000001
2.0,10.0,3.0,5.0,59.22,0.79175,0.26175,0.4215,0.562,0.27125,0.34725,0.602,0.7075,3.965
2.0,10.0,4.0,5.0,59.69,0.81975,0.18575,0.37525,0.606,1.7685,0.36075,0.59925,0.711,5.42625
