month,day,hour,day of week,air_temp_f,3039 power (kW),3538 power (kW),4031 power (kW),6139 power (kW),7951 power (kW),8386 power (kW),8565 power (kW),9278 power (kW),power(kW)
6.0,29.0,16.0,4.0,96.95,4.68675,1.79675,2.87475,3.17825,3.64825,1.30275,1.7795,4.547,23.814
6.0,29.0,17.0,4.0,97.18,5.27775,0.8445,2.891,3.72325,2.87525,1.47775,1.138,4.52125,22.74875
6.0,29.0,18.0,4.0,96.51,5.17125,1.63775,2.02575,2.632,3.5335,3.0585,2.4525,4.40625,24.9175
6.0,29.0,19.0,4.0,94.55,3.826,0.42225,2.17575,1.98075,2.7985,1.658,0.247,4.00025,17.1085
6.0,29.0,20.0,4.0,91.3,0.787,1.952,2.6865,1.75875,4.6995,1.4895,1.82425,3.00675,18.20425
6.0,29.0,21.0,4.0,88.21,0.7615,1.5985,2.94625,1.55825,3.72725,1.13025,0.24775,3.0845,15.054250000000001
6.0,29.0,22.0,4.0,86.06,0.6585,2.0305,3.2995,5.32325,2.71975,0.75675,0.308,3.9985,19.094749999999998
6.0,29.0,23.0,4.0,83.58,0.7859999999999999,1.17675,2.3695,2.24325,2.607,0.54875,0.299,2.67475,12.705
6.0,30.0,0.0,5.0,82.33,1.81575,1.2975,1.36175,1.28225,1.65925,0.56,1.60375,2.37225,11.9525
6.0,30.0,1.0,5.0,81.45,0.784,0.996,0.961,1.31325,1.054,0.556,0.23575,2.0985,7.9985
6.0,30.0,2.0,5.0,80.75,0.77225,0.55425,0.977,1.66825,1.0035,0.561,0.30575,2.29525,8.13725
6.0,30.0,3.0,5.0,80.0,0.76475,0.3475,0.82275,1.25425,0.412,0.45825,0.308,2.3385,6.7059999999999995
6.0,30.0,4.0,5.0,79.41,0.7909999999999999,0.845,0.71575,0.53,0.8490000000000001,0.3815,0.274,2.86375,7.25
6.0,30.0,5.0,5.0,79.19,0.7125,0.3845,0.61425,1.25725,0.53325,1.2345,0.26875,2.478,7.482999999999999
6.0,30.0,6.0,5.0,78.97,0.76375,0.361,0.86225,0.487,0.92875,1.0195,0.29475,2.26775,6.98475
6.0,30.0,7.0,5.0,78.57,0.78,0.36,0.51275,1.36675,1.21025,0.3955,0.3085,2.1385,7.07225
6.0,30.0,8.0,5.0,79.86,1.818,1.0345,0.43525,1.2465,2.76075,1.3615,0.2905,1.96025,10.90725
6.0,30.0,9.0,5.0,81.61,0.84375,1.23925,0.67875,1.3455,3.0,1.2285,0.27025,2.03775,10.64375
6.0,30.0,10.0,5.0,85.92,0.7865,1.50425,0.71875,1.4725,1.99525,1.47775,1.785,2.87325,12.61325
6.0,30.0,11.0,5.0,89.15,2.66675,3.13075,1.51475,2.0055,1.9715,1.672,0.273,3.071,16.30525
6.0,30.0,12.0,5.0,90.06,0.782,3.116,1.61575,4.668,1.07375,1.107,1.67,3.334,17.366500000000002
6.0,30.0,13.0,5.0,93.87,2.2535,3.22175,1.96075,4.58625,0.32925,1.25675,2.84625,4.9485,21.403
6.0,30.0,14.0,5.0,96.27,1.51975,2.402,2.30425,3.86675,0.37125,1.1615,1.95875,5.1005,18.68475
6.0,30.0,15.0,5.0,96.73,2.356,3.169,2.20025,3.20475,2.05,1.1485,3.006,4.75075,21.88525
6.0,30.0,16.0,5.0,97.36,2.9845,2.4785,2.4975,2.3675,6.949,1.408,3.04475,4.489,26.218750000000004
6.0,30.0,17.0,5.0,97.52,2.031,2.38625,2.90025,2.70425,4.27875,1.3535,2.974,4.84325,23.47125
6.0,30.0,18.0,5.0,95.95,1.819,2.36525,3.852,2.897,4.02175,2.117,2.9605,4.382,24.414500000000004
6.0,30.0,19.0,5.0,94.41,2.77775,1.8905,3.56575,2.77875,3.12175,1.63175,3.0005,3.754,22.520750000000003
6.0,30.0,20.0,5.0,91.48,2.5825,1.94175,3.6665,5.159,2.98925,1.0605,2.83325,3.3565,23.58925
6.0,30.0,21.0,5.0,88.7,0.73875,1.86475,2.067,3.27875,2.31625,1.2785,3.1915,3.603,18.3385
6.0,30.0,22.0,5.0,85.97,2.28875,1.75525,2.34425,6.29775,1.89575,0.37325,5.6515,3.1945,23.801000000000002
6.0,30.0,23.0,5.0,83.26,0.78675,1.30475,3.2755,4.17525,1.92725,0.55925,2.7355,2.53125,17.2955
7.0,1.0,0.0,6.0,81.3,2.38275,1.04125,1.69525,1.2735,1.94925,0.5765,2.58,3.0215,14.52
7.0,1.0,1.0,6.0,79.69,0.7695,1.00925,1.20525,1.1835,0.8945,0.58225,1.77025,2.30725,9.72175
7.0,1.0,2.0,6.0,79.07,0.76725,0.66575,1.1085,0.9615,0.98275,0.5385,1.78,2.60075,9.405000000000001
7.0,1.0,3.0,6.0,78.41,0.79,1.0515,0.8985,1.30825,0.84325,0.4545,1.61675,1.87175,8.8345
7.0,1.0,4.0,6.0,78.1,0.73875,0.59525,0.7345,0.588,1.0065,0.547,1.37625,2.06175,7.648
7.0,1.0,5.0,6.0,78.09,2.10975,0.6985,0.7340000000000001,1.40275,0.88275,0.98575,1.67,1.88525,10.368749999999999
7.0,1.0,6.0,6.0,77.65,0.78975,0.6585,0.6985,0.5575,0.463,0.90925,1.5105,1.96975,7.556749999999999
7.0,1.0,7.0,6.0,77.71,0.78225,0.6105,0.41775,2.0295,1.26375,0.3145,1.5885,1.7085,8.71525
7.0,1.0,8.0,6.0,78.64,0.85475,1.53875,0.4335,2.9095,1.02025,1.42175,1.1175,2.069,11.364999999999998
7.0,1.0,9.0,6.0,80.11,0.7905,0.90025,1.8625,3.1715,1.1075,0.6629999999999999,0.92825,2.21025,11.633750000000001
7.0,1.0,10.0,6.0,82.43,0.77225,1.384,3.194,3.38375,1.97425,0.872,0.9825,3.159,15.72175
7.0,1.0,11.0,6.0,87.84,2.779,1.7335,2.827,4.0025,2.02625,0.7355,1.56,3.222,18.88575
7.0,1.0,12.0,6.0,89.6,0.69575,2.4225,3.056,2.5795,2.392,0.74275,1.8445,3.70125,17.43425
7.0,1.0,13.0,6.0,93.21,2.22575,2.71725,4.03475,1.022,3.00375,1.09925,1.969,4.7995,20.871250000000003
7.0,1.0,14.0,6.0,97.6,2.01125,2.9925,0.9105,4.1895,3.58075,1.19575,2.54975,5.3805,22.810499999999998
7.0,1.0,15.0,6.0,99.69,1.89075,2.667,0.66675,5.587999999999999,4.1255,1.54675,2.85075,5.18325,24.51875
7.0,1.0,16.0,6.0,100.54,2.76175,3.159,0.4955,5.48275,3.33725,1.742,3.3805,4.67525,25.034000000000006
7.0,1.0,17.0,6.0,101.03,3.53325,2.679,1.04975,5.48425,3.524,3.24725,4.477,4.68725,28.68175
7.0,1.0,18.0,6.0,99.69,3.1425,2.215,1.85125,4.66625,3.97225,2.42175,3.82875,4.452,26.549749999999996
7.0,1.0,19.0,6.0,97.91,2.14625,2.9235,2.38175,3.4775,2.46975,1.554,3.49125,4.397,22.841
7.0,1.0,20.0,6.0,94.44,4.6195,2.60575,1.7755,2.79175,3.28975,1.44575,3.06675,4.1975,23.792249999999996
7.0,1.0,21.0,6.0,91.22,4.9605,2.12875,1.60325,2.34925,2.95675,1.5385,3.78925,3.69275,23.019
7.0,1.0,22.0,6.0,87.82,4.78625,1.72375,1.1855,2.77475,1.89125,0.83675,3.6515,3.4905,20.34025
7.0,1.0,23.0,6.0,84.46,4.66275,1.44075,0.76325,3.06325,1.15175,0.59675,2.78475,2.4565,16.91975
7.0,2.0,0.0,0.0,82.32,4.49725,0.93575,0.733,2.025,1.3119999999999998,0.5255,2.23075,2.145,14.404249999999998
7.0,2.0,1.0,0.0,80.33,4.54475,0.95525,0.624,1.97875,1.4115,0.542,1.78225,1.979,13.817499999999999
7.0,2.0,2.0,0.0,79.08,4.433,0.89775,0.7809999999999999,1.8135,0.409,0.5675,1.70825,1.88175,12.491750000000001
7.0,2.0,3.0,0.0,78.7,4.4805,0.86175,0.5955,1.2819999999999998,1.36325,0.57725,1.589,1.71375,12.463000000000001
7.0,2.0,4.0,0.0,79.01,2.57825,0.8625,0.615,0.55025,0.39875,0.2785,1.52375,2.88925,9.696250000000001
7.0,2.0,5.0,0.0,78.66,2.41325,0.49175,0.57975,1.29725,0.98075,0.6875,1.5285,2.375,10.353750000000002
7.0,2.0,6.0,0.0,76.54,1.01875,1.0225,0.46175,0.9245,0.96675,0.9295,1.64025,1.80375,8.76775
7.0,2.0,7.0,0.0,76.15,2.50225,0.83775,0.43575,0.90925,0.506,0.76825,0.8525,2.092,8.90375
7.0,2.0,8.0,0.0,77.77,1.2455,0.59475,0.74675,1.42425,1.48575,1.017,1.11325,2.03325,9.660499999999999
7.0,2.0,9.0,0.0,80.89,0.823,0.9175,1.055,1.4905,1.3155,0.5385,0.7105,2.28,9.1305
7.0,2.0,10.0,0.0,84.77,0.85125,1.222,1.339,1.6215,2.64575,0.8640000000000001,0.64125,2.7295,11.91425
7.0,2.0,11.0,0.0,88.25,0.73825,1.33075,1.24675,0.8525,2.84825,1.615,0.65475,3.4810000000000003,12.76725
7.0,2.0,12.0,0.0,89.74,1.1715,1.51325,1.55475,0.87525,3.1115,1.59575,0.63825,3.4525,13.91275
7.0,2.0,13.0,0.0,92.9,5.19475,1.62325,1.49525,0.94075,3.21025,1.35475,1.4315,4.17625,19.42675
7.0,2.0,14.0,0.0,95.21,1.47775,1.975,1.9875,1.82725,4.13625,1.3995,2.8055,4.385,19.99375
7.0,2.0,15.0,0.0,97.68,1.344,1.876,2.00875,3.9465,5.5045,1.38525,2.31825,4.61425,22.997500000000002
7.0,2.0,16.0,0.0,99.27,5.3795,2.882,2.2365,0.95725,0.3645,2.278,0.63675,4.50875,19.24325
7.0,2.0,17.0,0.0,98.9,1.357,2.41775,2.26875,2.754,0.784,2.52125,1.208,4.63475,17.945500000000003
7.0,2.0,18.0,0.0,99.1,0.80175,2.08125,2.54625,5.07825,6.98625,2.9325,2.7695,4.43225,27.628
7.0,2.0,19.0,0.0,97.63,4.28275,1.85775,2.3995,4.9735,5.12875,2.7045,3.00525,4.4375,28.7895
7.0,2.0,20.0,0.0,94.74,5.0985,1.416,1.8245,3.2565,3.2910000000000004,2.325,2.97625,4.24,24.427750000000003
7.0,2.0,21.0,0.0,91.76,5.09725,1.2919999999999998,1.7835,3.3925,3.016,1.53475,2.87975,3.99125,22.987000000000002
7.0,2.0,22.0,0.0,89.08,4.865,2.0455,1.16575,3.3585,1.82375,0.88975,2.87525,3.69175,20.71525
7.0,2.0,23.0,0.0,86.72,4.7675,1.71925,0.7829999999999999,2.63075,1.75075,0.91175,5.39375,3.58075,21.5375
7.0,3.0,0.0,1.0,84.44,4.66975,1.1095,0.82475,1.63275,1.695,0.6579999999999999,2.62675,3.057,16.2735
7.0,3.0,1.0,1.0,82.54,4.5955,1.04,0.78375,2.14,1.0445,0.87525,2.51725,2.34425,15.3405
7.0,3.0,2.0,1.0,80.38,4.55175,0.65825,0.77225,1.27,1.04625,0.6445,1.64875,2.23625,12.828000000000001
7.0,3.0,3.0,1.0,78.94,4.465,0.98925,0.748,0.55325,0.7725,0.6375,1.499,1.9665,11.631
7.0,3.0,4.0,1.0,78.34,2.54325,0.68475,0.7140000000000001,1.29175,1.112,0.362,1.5325,2.236,10.47625
7.0,3.0,5.0,1.0,77.6,0.78725,0.95725,0.4455,0.53925,0.7395,1.3425,1.53575,1.78825,8.135250000000001
7.0,3.0,6.0,1.0,76.15,0.7915,0.65225,0.454,1.3955,0.4225,1.05775,1.64075,2.20675,8.621
7.0,3.0,7.0,1.0,75.64,2.0125,0.7155,0.703,1.48625,1.123,0.68,0.70075,1.633,9.054
7.0,3.0,8.0,1.0,78.32,0.7745,0.61675,0.726,0.7165,0.92575,1.52775,0.725,1.937,7.949249999999999
7.0,3.0,9.0,1.0,81.33,0.77275,1.30275,0.74925,3.10625,1.18575,1.041,0.71925,2.85325,11.730250000000002
7.0,3.0,10.0,1.0,84.53,2.454,1.4545,1.39925,2.04775,2.315,0.75475,0.62925,3.04375,14.09825
7.0,3.0,11.0,1.0,88.61,4.34175,2.30375,1.60975,2.927,2.66175,0.9995,1.09475,3.22325,19.161499999999997
7.0,3.0,12.0,1.0,91.29,4.64725,2.65,1.44475,1.90675,3.1645,1.19075,1.8255,3.846,20.675500000000003
7.0,3.0,13.0,1.0,94.22,3.503,2.44425,2.0755,1.1705,3.322,1.27475,1.5635,4.5425,19.896
7.0,3.0,14.0,1.0,96.89,0.75,2.26575,1.97525,2.1305,2.64125,1.53525,1.0655,4.52,16.883499999999998
7.0,3.0,15.0,1.0,98.69,0.77725,2.57125,1.7585,3.39225,0.35475,1.78825,3.0305,4.70075,18.3735
7.0,3.0,16.0,1.0,99.82,0.69625,2.40275,2.47,1.11575,0.4045,1.9105,0.6105,4.534,14.14425
7.0,3.0,17.0,1.0,100.55,0.80125,2.62475,2.54725,3.75125,0.31875,1.9005,0.25325,4.65525,16.85225
7.0,3.0,18.0,1.0,100.51,1.69825,2.14275,2.504,5.42925,5.15,2.45925,3.00025,4.4865,26.870250000000002
7.0,3.0,19.0,1.0,99.87,1.58575,2.4935,2.2585,5.29475,5.01275,2.066,2.90925,4.479,26.0995
7.0,3.0,20.0,1.0,97.58,2.54475,2.53325,2.32425,3.6565,3.29975,1.673,2.8510000000000004,4.35525,23.23775
7.0,3.0,21.0,1.0,93.47,3.6465,1.82575,1.606,3.375,2.55175,1.463,2.79225,4.10975,21.369999999999997
7.0,3.0,22.0,1.0,90.48,4.81975,1.81975,1.21775,3.75475,1.8955,1.023,2.8360000000000003,4.24625,21.612750000000002
7.0,3.0,23.0,1.0,87.41,4.84125,1.71775,1.0665,2.81575,2.463,1.06275,2.71975,3.32525,20.011999999999997
7.0,4.0,0.0,2.0,86.03,4.74025,1.46525,0.7365,4.69275,1.507,0.7215,3.5385,4.73175,22.133499999999998
7.0,4.0,1.0,2.0,84.24,4.627,1.30075,1.11375,5.31525,1.69175,0.72275,2.604,2.893,20.26825
7.0,4.0,2.0,2.0,82.08,4.62575,1.14275,0.89125,4.6,1.08725,0.764,1.86925,2.64925,17.6295
7.0,4.0,3.0,2.0,80.6,4.589,0.94375,0.597,4.012,1.1855,0.64525,1.5775,2.22425,15.774249999999999
7.0,4.0,4.0,2.0,80.26,2.59625,0.8975,0.871,1.289,1.147,0.644,1.46975,1.99125,10.905750000000001
7.0,4.0,5.0,2.0,78.9,1.87675,0.87625,0.63125,0.62,1.26625,0.88675,1.5125,2.09725,9.767
7.0,4.0,6.0,2.0,77.85,1.8965,0.55625,0.59875,1.24775,0.83075,1.41625,1.5805,1.78925,9.916
7.0,4.0,7.0,2.0,77.27,1.87025,0.83325,0.5875,1.57875,0.55125,0.90075,0.6629999999999999,2.02125,9.006
7.0,4.0,8.0,2.0,78.54,0.7865,1.37825,0.56575,1.169,0.53225,1.94125,0.65525,1.795,8.82325
7.0,4.0,9.0,2.0,79.8,0.8445,1.07225,0.61075,4.59475,0.51475,2.31425,0.737,2.73675,13.425
7.0,4.0,10.0,2.0,82.89,0.76775,1.76275,0.87775,3.5695,0.52725,1.14325,0.60625,2.459,11.7135
7.0,4.0,11.0,2.0,85.23,0.85275,1.6780000000000002,1.15575,2.07875,0.53225,1.6369999999999998,0.8835,3.14375,11.961749999999999
7.0,4.0,12.0,2.0,89.0,0.7665,1.79475,1.18475,2.672,0.537,4.56525,1.20975,3.96925,16.69925
7.0,4.0,13.0,2.0,93.17,0.75525,1.89075,1.61975,3.22525,2.76525,2.8605,0.8925,4.38125,18.3905
7.0,4.0,14.0,2.0,94.2,0.81225,1.3385,1.60775,3.4435,3.86925,2.937,2.60475,2.6705,19.2835
7.0,4.0,15.0,2.0,81.22,0.74075,0.742,1.19275,4.2665,0.305,1.30125,1.49025,2.3385,12.376999999999999
7.0,4.0,16.0,2.0,75.0,0.82025,0.70875,0.79125,1.784,0.34975,1.58575,1.4185,2.282,9.74025
7.0,4.0,17.0,2.0,75.39,0.7855,0.8215,0.72625,3.676,0.341,1.519,2.28025,2.21575,12.36525
7.0,4.0,18.0,2.0,75.38,0.77575,0.91875,0.444,2.80375,2.8710000000000004,1.70275,2.63575,1.524,13.67575
7.0,4.0,19.0,2.0,76.04,0.7645,0.75725,0.76075,1.5335,0.8765,2.24275,2.74825,1.631,11.3145
7.0,4.0,20.0,2.0,76.15,0.777,0.8255,0.5915,1.95125,1.41375,2.5445,4.29675,1.555,13.95525
7.0,4.0,21.0,2.0,75.79,0.69,0.4455,0.4505,2.2565,2.1405,1.17175,2.51175,2.60925,12.275749999999999
7.0,4.0,22.0,2.0,74.45,0.78375,0.45425,0.588,5.30525,2.77125,0.7385,1.88375,2.543,15.06775
7.0,4.0,23.0,2.0,72.91,0.77125,0.8055,0.443,4.4060000000000015,1.088,0.3545,1.6025,2.084,11.554750000000002
7.0,5.0,0.0,3.0,72.47,0.72725,0.9585,0.44175,0.993,1.085,0.28825,1.733,1.484,7.710749999999999
7.0,5.0,1.0,3.0,72.13,0.74925,0.44925,0.4435,0.61875,1.31675,0.279,1.55675,1.517,6.930249999999999
7.0,5.0,2.0,3.0,71.59,0.769,0.44225,0.4515,0.619,0.48175,0.3075,1.36225,1.256,5.6892499999999995
7.0,5.0,3.0,3.0,71.39,0.77275,0.4445,0.4515,0.613,0.984,0.285,1.21925,1.283,6.052999999999999
7.0,5.0,4.0,3.0,71.48,0.72975,0.30625,0.44425,0.6115,0.527,0.25925,1.1525,1.57475,5.60525
7.0,5.0,5.0,3.0,71.66,0.74625,0.3055,0.43925,0.62475,1.3035,0.6659999999999999,1.14425,1.12375,6.35325
7.0,5.0,6.0,3.0,72.1,0.7695,0.29225,0.43975,0.7685,0.7925,0.8809999999999999,1.13075,1.44975,6.523999999999999
7.0,5.0,7.0,3.0,72.73,0.6809999999999999,0.46875,0.4475,1.0855,1.496,0.47025,0.644,1.7065,6.9995
7.0,5.0,8.0,3.0,73.79,0.7615,1.27525,0.447,1.7665,0.275,0.457,0.6505,0.6809999999999999,6.313750000000001
7.0,5.0,9.0,3.0,76.1,0.77575,0.92475,0.448,0.812,0.28300000000000003,0.348,1.14375,1.41025,6.1455
7.0,5.0,10.0,3.0,79.16,3.80875,0.52875,0.4475,0.8109999999999999,0.2725,0.3945,0.94375,1.3315,8.53825
7.0,5.0,11.0,3.0,81.99,0.7495,1.156,0.449,0.633,0.32125,0.39075,1.396,2.3080000000000003,7.403499999999999
7.0,5.0,12.0,3.0,84.3,0.718,0.5920000000000001,0.6385,0.64125,0.299,0.3665,2.0905,2.91325,8.259
7.0,5.0,13.0,3.0,87.81,4.096,1.09825,1.6145,0.785,2.85125,1.09225,1.58275,3.059,16.179000000000002
7.0,5.0,14.0,3.0,89.64,0.68075,0.9915,1.3430000000000002,3.86375,1.87875,0.68825,2.7815,3.74525,15.97275
7.0,5.0,15.0,3.0,90.97,0.7635,1.58475,1.803,5.537000000000001,0.2985,0.81325,2.2880000000000003,3.841,16.929000000000002
7.0,5.0,16.0,3.0,92.69,0.75425,1.5755,1.62,5.48075,0.3175,0.9485,3.0505,3.84625,17.593249999999998
7.0,5.0,17.0,3.0,92.79,2.53375,1.60475,1.74575,4.75175,0.3865,1.71525,3.077,4.27675,20.091499999999996
7.0,5.0,18.0,3.0,93.37,5.114,1.71675,2.982,3.9285,4.899,2.26,3.19125,4.375,28.4665
7.0,5.0,19.0,3.0,92.59,5.5625,1.52625,3.8875,2.576,4.29975,1.16,3.09725,3.6405,25.74975
7.0,5.0,20.0,3.0,90.89,5.2325,1.187,4.56,2.547,2.80425,1.126,3.028,3.22075,23.7055
7.0,5.0,21.0,3.0,86.42,5.5755,1.2745,6.05425,1.68625,2.68575,0.967,3.14325,2.6830000000000003,24.069499999999998
7.0,5.0,22.0,3.0,84.11,5.04625,1.4945,3.966,4.91775,1.595,0.88325,3.07875,3.2325,24.214
7.0,5.0,23.0,3.0,81.67,4.644,1.06925,1.56075,4.7195,1.70275,0.5475,2.2195,2.5875,19.05075
7.0,6.0,0.0,4.0,80.88,4.59775,0.7065,1.008,3.23025,1.128,0.52125,2.451,2.2155,15.858250000000002
7.0,6.0,1.0,4.0,80.14,4.53425,1.08925,0.9935,1.46725,0.997,0.33875,1.8,1.9725,13.1925
7.0,6.0,2.0,4.0,79.63,4.5035,0.60025,0.83275,0.62325,1.068,0.48675,1.6545,1.956,11.725
7.0,6.0,3.0,4.0,78.95,4.4815,0.89175,0.96075,1.3915,1.28225,0.54425,1.56575,1.60775,12.725499999999998
7.0,6.0,4.0,4.0,79.15,4.37575,0.56325,0.789,0.61725,0.345,0.297,1.4855,2.0085,10.48125
7.0,6.0,5.0,4.0,78.53,2.12675,0.5770000000000001,0.903,0.61325,1.1045,0.8109999999999999,1.4935,3.3665,10.9955
7.0,6.0,6.0,4.0,75.67,2.67025,0.57875,0.75425,1.475,1.12575,0.924,1.79025,2.13325,11.4515
7.0,6.0,7.0,4.0,75.41,2.64,0.55375,0.635,0.55875,0.59775,0.33825,0.7355,1.37475,7.433750000000001
7.0,6.0,8.0,4.0,76.95,4.39475,0.6725,0.433,1.90225,0.472,1.401,0.99,1.41275,11.678249999999998
7.0,6.0,9.0,4.0,81.47,3.51075,1.39825,0.90625,1.5955,0.48525,0.9125,0.83425,2.48525,12.128000000000002
7.0,6.0,10.0,4.0,84.49,1.9735,1.47075,1.14925,3.3705,0.464,1.83875,1.04625,2.8795,14.192500000000003
7.0,6.0,11.0,4.0,86.61,2.4530000000000003,1.11075,1.57025,2.33475,0.50125,1.3159999999999998,2.16775,3.1875,14.64125
7.0,6.0,12.0,4.0,88.32,2.0785,1.32925,1.938,3.1060000000000003,0.512,1.48425,2.04825,3.35225,15.8485
7.0,6.0,13.0,4.0,91.21,1.85,1.88825,2.26375,1.18225,4.23375,3.257,2.1235,3.81025,20.608749999999997
7.0,6.0,14.0,4.0,93.04,4.4955,1.89325,2.49775,4.8039999999999985,2.19775,2.5885,1.56575,4.51075,24.55325
7.0,6.0,15.0,4.0,93.95,4.85925,2.0195,2.47175,3.7335,0.311,2.46975,2.422,4.4715,22.758249999999997
7.0,6.0,16.0,4.0,95.63,5.448,1.39725,2.63125,4.199,0.38375,2.36675,2.9315,4.38675,23.744249999999997
7.0,6.0,17.0,4.0,96.17,6.08875,1.695,3.95225,5.4965,0.33775,2.56125,3.4285,4.456,28.016000000000002
7.0,6.0,18.0,4.0,95.23,6.4515,1.69725,5.0865,4.3260000000000005,1.6645,1.9715,3.1325,3.98825,28.318
7.0,6.0,19.0,4.0,94.1,5.49975,1.6030000000000002,3.9005,3.41,5.20875,1.739,2.93175,5.12725,29.42
7.0,6.0,20.0,4.0,91.6,5.35125,1.44075,1.82875,4.9565,3.21325,1.1565,2.72925,5.005,25.68125
7.0,6.0,21.0,4.0,88.48,5.488,1.46525,2.3695,3.66775,3.37375,1.11375,2.79275,4.534,24.80475
7.0,6.0,22.0,4.0,86.37,5.00475,1.449,3.54625,5.97425,3.4725,0.6765,2.727,3.978,26.828250000000004
7.0,6.0,23.0,4.0,84.0,5.12225,1.6835,4.704,4.522,1.7719999999999998,0.58725,1.8805,3.474,23.745500000000003
7.0,7.0,0.0,5.0,82.61,5.18,1.03,2.729,1.5585,1.86325,0.561,1.83775,2.9495,17.709
7.0,7.0,1.0,5.0,80.27,4.292,0.9455,1.13375,1.44925,1.9325,0.544,1.56575,1.777,13.63975
7.0,7.0,2.0,5.0,76.92,4.25875,0.86725,0.93875,1.329,1.47925,0.5455,1.53075,2.20525,13.154499999999999
7.0,7.0,3.0,5.0,76.19,2.98525,0.53375,0.726,0.9075,1.3035,0.2915,1.33425,2.1790000000000003,10.26075
7.0,7.0,4.0,5.0,75.65,0.59075,0.87,0.72475,0.58075,1.25675,0.49275,1.304,2.2325,8.05225
7.0,7.0,5.0,5.0,75.09,1.74525,0.5865,0.54425,1.31925,1.08425,0.907,1.38425,1.39125,8.962
7.0,7.0,6.0,5.0,74.75,0.66875,0.54875,0.68425,0.58425,1.1575,0.924,1.336,2.2385,8.142
7.0,7.0,7.0,5.0,74.02,2.347,0.5305,0.578,0.78925,1.00975,0.2975,1.41875,1.5645,8.535250000000001
7.0,7.0,8.0,5.0,76.73,3.4705,0.763,0.4925,1.079,0.284,1.14625,1.226,2.4925,10.95375
7.0,7.0,9.0,5.0,79.39,5.121,0.86475,0.4405,1.472,0.3025,1.541,0.7235,3.286,13.75125
7.0,7.0,10.0,5.0,81.7,3.115,1.39825,0.4415,3.27825,1.6485,1.1745,1.00625,4.24675,16.309
7.0,7.0,11.0,5.0,78.41,0.62575,1.18375,0.7655,2.414,0.882,0.947,0.905,3.759,11.482000000000001
7.0,7.0,12.0,5.0,78.9,0.745,1.32875,0.64175,4.24975,0.289,0.75575,0.8805,2.87575,11.76625
7.0,7.0,13.0,5.0,84.66,0.6990000000000001,1.3565,1.88225,6.18575,0.3165,0.6575,1.492,3.161,15.7505
7.0,7.0,14.0,5.0,88.76,0.65125,1.50725,1.983,6.79675,0.29825,1.206,1.588,4.033,18.0635
7.0,7.0,15.0,5.0,89.71,0.741,1.78525,3.53425,4.14925,0.2885,1.3615,0.899,4.744,17.50275
7.0,7.0,16.0,5.0,90.07,0.84475,1.714,3.41925,2.285,0.31125,1.214,1.94325,4.36025,16.09175
7.0,7.0,17.0,5.0,84.48,4.863,1.859,3.1815,2.584,0.32,1.10875,1.853,4.06675,19.836000000000002
7.0,7.0,18.0,5.0,83.35,4.54725,1.753,3.38525,2.2905,1.11525,0.89375,2.8480000000000003,3.01925,19.85225
7.0,7.0,19.0,5.0,81.68,4.63675,1.32075,2.16375,2.79025,4.048,1.06825,2.886,2.8005,21.71425
7.0,7.0,20.0,5.0,80.51,5.82425,1.38375,1.4680000000000002,2.168,2.6615,0.794,2.7855,3.62975,20.714750000000002
7.0,7.0,21.0,5.0,78.87,3.654,1.05275,1.8165,2.88975,1.8185,0.7675,3.98575,6.2545,22.23925
7.0,7.0,22.0,5.0,77.89,4.93475,1.17925,1.65775,5.06325,1.33525,0.66075,2.212,3.41875,20.461750000000002
7.0,7.0,23.0,5.0,76.91,3.725,0.63925,0.9395,1.10025,1.16375,0.5915,1.83275,3.055,13.047
7.0,8.0,0.0,6.0,75.75,4.75625,0.648,0.78775,1.31875,0.8320000000000001,0.2885,1.8215,3.06675,13.5195
7.0,8.0,1.0,6.0,75.06,4.25175,0.606,0.72825,0.64225,1.0525,0.4970000000000001,1.55075,2.4935,11.822
7.0,8.0,2.0,6.0,74.4,2.162,0.61275,0.71225,0.642,0.503,0.2825,1.39725,2.0115,8.32325
7.0,8.0,3.0,6.0,74.36,2.17325,0.5785,0.6995,0.61025,1.538,0.281,1.612,2.057,9.5495
7.0,8.0,4.0,6.0,73.34,3.59575,0.7585,0.5435,0.6005,0.71,0.2865,1.35175,1.665,9.5115
7.0,8.0,5.0,6.0,72.28,2.543,0.547,0.53075,0.8320000000000001,0.5505,0.494,1.27325,2.0155,8.786
7.0,8.0,6.0,6.0,71.85,0.9445,0.65775,0.541,0.57775,0.44875,0.8959999999999999,1.3530000000000002,1.6815,7.100249999999999
7.0,8.0,7.0,6.0,72.29,1.76575,0.2825,0.49725,0.5405,0.909,0.545,1.37425,1.628,7.54225
7.0,8.0,8.0,6.0,74.28,1.23825,0.6785,0.51625,1.11375,0.3835,1.0585,0.95275,2.1015,8.043
7.0,8.0,9.0,6.0,76.65,1.1395,0.77025,0.6805,1.6865,0.338,0.7115,0.6805,2.081,8.08775
7.0,8.0,10.0,6.0,80.14,1.403,0.8195,1.07475,1.925,0.34875,0.696,0.83225,2.63825,9.7375
7.0,8.0,11.0,6.0,83.37,2.542,0.88425,0.926,4.46925,0.36775,0.71875,3.27,3.70625,16.88425
7.0,8.0,12.0,6.0,86.17,4.3295,1.67025,1.71,2.90625,0.38375,0.7705,2.8665,6.05275,20.6895
