month,day,hour,day of week,air_temp_f,3039 power (kW),3538 power (kW),4031 power (kW),6139 power (kW),7951 power (kW),8386 power (kW),8565 power (kW),9278 power (kW)
,,,,,,,,,,,,
2,14,23,2,63.37,1.2035,0.43975,1.87725,3.0835,0.77425,0.69775,0.9585,0.68625
,,,,,,,,,,,,
2,15,0,3,64.1,0.75,0.268,1.317,0.76575,0.3755,0.4075,1.33475,2.0665
,,,,,,,,,,,,
2,15,1,3,64.46,0.79375,0.2575,0.3305,0.74675,0.312,0.424,0.6325,0.67325
,,,,,,,,,,,,
2,15,2,3,64.95,0.8155,0.247,0.2975,0.693,0.84375,0.397,1.05175,0.60125
,,,,,,,,,,,,
2,15,3,3,65.04,0.75225,0.25525,0.2895,0.68875,0.289,0.4355,0.887,0.68825
,,,,,,,,,,,,
2,15,4,3,65.47,0.915,0.31725,0.28725,0.6165,0.28575,0.36825,0.62,0.64175
,,,,,,,,,,,,
2,15,5,3,65.91,2.766,0.24025,0.2865,0.647,0.3,0.45425,1.22575,0.656
,,,,,,,,,,,,
2,15,6,3,65.99,1.8545,0.2405,0.396,0.8075,0.29375,1.11925,1.15625,1.925
,,,,,,,,,,,,
2,15,7,3,66.02,2.35675,0.28125,0.3735,1.0245,0.286,0.7975,0.80375,2.247
,,,,,,,,,,,,
2,15,8,3,66.1,2.46325,0.44175,0.357,1.0365,0.72425,0.68975,0.8125,0.75725
,,,,,,,,,,,,
2,15,9,3,66.83,2.38125,0.69225,0.41925,0.883,0.4985,0.5155,0.7075,0.74775
,,,,,,,,,,,,
2,15,10,3,68.39,1.9165,0.25375,0.43175,0.90125,0.52525,0.435,1.51775,0.7015
,,,,,,,,,,,,
2,15,11,3,69.83,1.1995,0.18275,0.42425,1.0025,0.7125,0.755,0.7665,0.7265
,,,,,,,,,,,,
2,15,12,3,72.71,0.727,0.20575,0.42025,0.93975,1.575,0.39125,0.6305,0.67075
,,,,,,,,,,,,
2,15,13,3,73.31,0.729,0.17975,0.47275,0.9805,0.85125,0.48875,0.6675,0.698
,,,,,,,,,,,,
2,15,14,3,73.98,0.74325,0.22675,0.456,1.02825,0.33825,0.63925,0.75,0.71675
,,,,,,,,,,,,
2,15,15,3,75.24,0.76575,0.29,0.58975,1.45675,0.45875,1.01975,0.86375,0.69775
,,,,,,,,,,,,
2,15,16,3,75.47,0.8355,0.4535,0.5705,3.742,0.3555,1.75825,0.99975,0.8465
,,,,,,,,,,,,
2,15,17,3,75.27,1.117,0.6705,1.1435,1.64325,0.40525,1.8255,1.1405,1.01575
,,,,,,,,,,,,
2,15,18,3,74.51,3.6045,0.8425,1.9235,1.40675,0.44675,1.19375,2.36475,0.70325
,,,,,,,,,,,,
2,15,19,3,72.33,4.8185,0.3395,0.527,1.35775,0.73275,1.4655,2.39675,0.57225
,,,,,,,,,,,,
2,15,20,3,70.06,3.6815,0.52175,0.5375,1.40625,0.5675,1.203,2.2455,1.42375
,,,,,,,,,,,,
2,15,21,3,69.44,2.0735,0.629,0.609,1.34025,0.59525,0.8055,2.35175,2.869
,,,,,,,,,,,,
2,15,22,3,68.93,2.411,0.70275,0.602,3.1995,0.6555,0.61775,2.27725,1.1675
,,,,,,,,,,,,
2,15,23,3,67.9,0.74875,0.27225,0.447,0.73825,0.59475,0.427,2.132,0.93775
,,,,,,,,,,,,
2,16,0,4,67.16,1.633,0.31075,0.29475,0.703,0.8445,0.36225,2.075,0.7165
,,,,,,,,,,,,
2,16,1,4,66.97,0.71575,0.296,0.2755,0.7395,0.29975,0.3955,1.73,0.722
,,,,,,,,,,,,
2,16,2,4,66.85,0.72325,0.225,0.286,0.661,0.318,0.322,0.59025,0.6685
,,,,,,,,,,,,
2,16,3,4,66.25,0.72025,0.21375,0.28575,0.8205,0.2945,0.3895,1.571,0.5985
,,,,,,,,,,,,
2,16,4,4,65.77,0.68875,0.1865,0.278,0.68475,0.27775,0.33575,0.69625,0.65425
,,,,,,,,,,,,
2,16,5,4,65.03,1.07725,0.2085,0.2725,0.689,0.307,1.189,1.60525,0.54275
,,,,,,,,,,,,
2,16,6,4,64.09,1.021,0.199,0.31225,0.783,0.308,0.73275,0.8355,0.67425
,,,,,,,,,,,,
2,16,7,4,63.3,2.36975,0.1865,0.41375,1.48175,0.61075,0.48025,0.78625,0.6205
,,,,,,,,,,,,
2,16,8,4,63.68,2.6425,0.22675,0.32675,1.50775,0.33725,1.0435,1.01975,1.4375
,,,,,,,,,,,,
2,16,9,4,66.34,2.39,0.4325,2.848,1.538,0.42025,1.276,0.908,2.21275
,,,,,,,,,,,,
2,16,10,4,67.98,2.91775,0.2865,1.0005,0.74175,0.25225,1.129,0.81125,2.27
,,,,,,,,,,,,
2,16,11,4,69.36,1.698,0.3945,0.35525,0.75725,0.88525,0.9445,0.88125,3.84725
,,,,,,,,,,,,
2,16,12,4,64.97,0.8735,0.20525,0.3935,0.949,0.3785,0.46725,0.7235,3.2375
,,,,,,,,,,,,
2,16,13,4,66.54,0.89925,0.1845,0.45125,0.8295,0.48675,0.60225,0.70625,2.67875
,,,,,,,,,,,,
2,16,14,4,68.75,0.87775,0.20825,0.36525,0.66925,0.359,0.558,0.695,2.039
,,,,,,,,,,,,
2,16,15,4,68.53,0.899,0.22225,1.20325,0.62,0.27475,0.50975,0.73625,0.91525
,,,,,,,,,,,,
2,16,16,4,68.35,0.83825,0.35775,2.13175,1.127,0.3345,0.646,0.78625,1.83175
,,,,,,,,,,,,
2,16,17,4,67.46,0.89525,0.3,2.0805,1.228,0.32125,0.48725,1.245,0.71875
,,,,,,,,,,,,
2,16,18,4,66.83,0.858,0.41475,0.677,1.394,0.52875,0.429,1.29925,0.946
,,,,,,,,,,,,
2,16,19,4,65.57,4.97625,0.36075,0.897,1.883,0.69525,0.777,3.152,0.8325
,,,,,,,,,,,,
2,16,20,4,64.18,1.5815,0.47575,2.25525,1.90075,0.717,0.83425,4.156,0.99675
,,,,,,,,,,,,
2,16,21,4,61.54,1.7325,0.4305,2.42475,1.447,1.2315,0.77575,1.98775,0.84925
,,,,,,,,,,,,
2,16,22,4,59.89,0.751,0.79675,2.16675,4.06975,0.61925,0.7665,1.679,0.66
,,,,,,,,,,,,
2,16,23,4,58.78,0.81475,0.4945,1.7535,1.1785,0.4355,0.509,1.21425,0.67725
,,,,,,,,,,,,
2,17,0,5,57.52,0.7135,0.534,0.46075,0.7345,0.33525,0.49875,0.65925,0.586
,,,,,,,,,,,,
2,17,1,5,56.85,0.699,0.4815,0.53175,0.667,0.4235,0.5385,0.67075,0.58725
,,,,,,,,,,,,
2,17,2,5,56.22,0.7225,0.26725,0.366,0.7395,0.33525,0.45175,0.6155,0.5325
,,,,,,,,,,,,
2,17,3,5,55.94,0.69925,0.24975,0.33775,0.671,0.38475,0.477,0.6475,0.652
,,,,,,,,,,,,
2,17,4,5,55.93,0.58525,0.24525,0.33475,0.69,0.31425,0.58975,0.66625,0.566
,,,,,,,,,,,,
2,17,5,5,55.89,0.689,0.31275,0.32675,0.927,1.7245,0.88225,0.64375,0.5975
,,,,,,,,,,,,
2,17,6,5,54.86,0.67425,0.28575,0.3105,0.67975,0.82325,1.06,0.71125,0.5795
,,,,,,,,,,,,
2,17,7,5,53.37,1.10825,0.26325,0.3185,0.93975,0.51,1.20125,1.51625,1.34025
,,,,,,,,,,,,
2,17,8,5,52.58,1.56625,0.278,0.44225,0.664,0.6535,0.87575,0.62225,0.907
,,,,,,,,,,,,
2,17,9,5,51.23,2.12625,0.34225,0.48475,1.165,0.54725,0.63575,0.59575,1.41725
,,,,,,,,,,,,
2,17,10,5,50.84,1.5715,0.5275,0.4835,1.36,0.54575,0.4845,0.42925,1.2775
,,,,,,,,,,,,
2,17,11,5,53.61,1.18575,0.412,1.4125,0.7885,0.49725,0.501,0.21,0.96275
,,,,,,,,,,,,
2,17,12,5,56.99,2.45225,0.3675,1.7515,0.66275,0.6365,0.4715,0.49675,2.8135
,,,,,,,,,,,,
2,17,13,5,60.26,1.70825,0.67275,0.52975,1.0425,0.72325,0.5365,0.62175,0.56925
,,,,,,,,,,,,
2,17,14,5,60.9,2.306,1.763,0.66225,1.119,0.26875,0.53175,0.3735,0.60675
,,,,,,,,,,,,
2,17,15,5,60.75,2.657,0.84,0.70875,1.4675,0.90325,0.67525,0.182,1.06025
,,,,,,,,,,,,
2,17,16,5,60.55,2.6285,0.283,0.67025,1.74475,0.339,0.88075,0.17775,1.60625
,,,,,,,,,,,,
2,17,17,5,58.42,3.193,0.341,0.495,1.6145,0.415,2.14775,0.2165,1.17325
,,,,,,,,,,,,
2,17,18,5,57.38,2.271,0.3525,0.989,1.657,0.5265,2.76125,0.1995,1.2365
,,,,,,,,,,,,
2,17,19,5,55.19,3.76425,0.4095,0.6245,1.5505,0.7035,1.8855,0.1595,1.559
,,,,,,,,,,,,
2,17,20,5,53.54,3.886,0.36525,0.808,1.40675,0.645,1.82475,0.42925,3.61775
,,,,,,,,,,,,
2,17,21,5,52.27,1.75225,0.81175,1.88475,1.539,1.032,1.296,0.63525,3.217
,,,,,,,,,,,,
2,17,22,5,51.2,1.50025,0.90625,2.00525,4.7825,1.14575,0.62425,0.585,2.695
,,,,,,,,,,,,
2,17,23,5,50.55,0.77375,0.8535,1.946,4.25775,2.194,0.39025,0.62475,1.11075
,,,,,,,,,,,,
2,18,0,6,51.36,0.69175,0.33725,1.7905,4.204,0.90975,0.3575,0.63875,0.793
,,,,,,,,,,,,
2,18,1,6,52.24,0.75075,0.29575,0.57625,2.41325,0.35825,0.39225,0.597,2.773
,,,,,,,,,,,,
2,18,2,6,52.29,0.82925,0.21575,0.4395,0.84125,1.77975,0.36575,0.60775,0.8075
,,,,,,,,,,,,
2,18,3,6,52.18,0.74325,0.298,0.42325,0.854,0.38675,0.38175,0.64075,1.7315
,,,,,,,,,,,,
2,18,4,6,52.01,0.73075,0.2665,0.4115,0.889,1.26075,0.40475,0.61225,2.1705
,,,,,,,,,,,,
2,18,5,6,51.73,0.7765,0.2585,0.376,0.8525,0.8995,1.58475,0.58925,0.65225
,,,,,,,,,,,,
2,18,6,6,51.73,0.6635,0.28025,0.56675,1.2215,0.36075,1.321,0.63525,2.9905
,,,,,,,,,,,,
2,18,7,6,51.93,0.8985,0.2645,0.50375,1.173,2.16275,0.7655,0.63675,0.71825
,,,,,,,,,,,,
2,18,8,6,52.03,1.23375,0.38925,0.32825,1.36625,1.2125,1.647,0.587,1.64675
,,,,,,,,,,,,
2,18,9,6,52.59,1.80425,0.3875,0.627,0.86025,0.50125,0.60175,0.629,0.62375
,,,,,,,,,,,,
2,18,10,6,53.52,1.7925,0.41225,0.586,0.7515,0.37825,0.4555,0.42475,1.35475
,,,,,,,,,,,,
2,18,11,6,55.06,1.79225,0.3065,0.4295,0.7955,0.5415,0.461,0.16725,0.64975
,,,,,,,,,,,,
2,18,12,6,57.72,1.80075,0.213,0.32875,0.789,0.41375,0.50775,0.188,1.1095
,,,,,,,,,,,,
2,18,13,6,60.41,2.0735,0.25275,0.44775,0.804,0.40975,0.481,0.2135,2.05425
,,,,,,,,,,,,
2,18,14,6,63.69,2.26975,0.203,3.1035,0.8035,0.41175,0.3915,0.192,0.859
,,,,,,,,,,,,
2,18,15,6,67.1,1.8775,0.3495,2.42625,0.876,0.55775,0.4525,0.1945,0.69575
,,,,,,,,,,,,
2,18,16,6,70.67,1.8,0.2935,1.65525,0.94025,0.7325,0.52875,0.6395,0.773
,,,,,,,,,,,,
2,18,17,6,74.64,2.61375,0.313,2.93425,2.73925,0.628,0.6655,0.6275,1.018
,,,,,,,,,,,,
2,18,18,6,74.9,2.14125,0.39925,1.2975,4.0875,0.69475,1.53175,0.20025,1.267
,,,,,,,,,,,,
2,18,19,6,73.32,2.425,0.44725,0.73425,2.2895,1.19975,1.008,0.20875,1.498
,,,,,,,,,,,,
2,18,20,6,71.75,1.10975,0.37725,0.708,2.084,0.5445,0.78025,0.6375,2.7785
,,,,,,,,,,,,
2,18,21,6,69.75,2.56225,0.891,2.931,1.4535,0.63425,0.67125,0.582,1.84
,,,,,,,,,,,,
2,18,22,6,68.29,2.44525,0.314,2.014,1.427,0.6225,0.68575,0.6175,1.333
,,,,,,,,,,,,
2,18,23,6,68.13,0.885,0.2825,0.37175,0.705,0.40875,0.4205,0.63925,1.08375
,,,,,,,,,,,,
2,19,0,0,68.93,0.705,0.22925,0.29825,0.6665,0.31675,0.35375,0.60825,0.7525
,,,,,,,,,,,,
2,19,1,0,69.25,0.71525,0.19675,0.294,0.66675,0.333,0.344,0.59725,0.67925
,,,,,,,,,,,,
2,19,2,0,69.47,1.461,0.19725,0.2955,0.63125,0.3115,0.3475,0.64175,0.69975
,,,,,,,,,,,,
2,19,3,0,69.99,0.755,0.21325,0.29525,0.6215,0.2945,0.315,0.62625,0.71975
,,,,,,,,,,,,
2,19,4,0,70.12,0.73575,0.18325,0.29425,0.62975,0.31775,0.367,0.58175,0.732
,,,,,,,,,,,,
2,19,5,0,69.94,0.93675,0.20875,0.29625,0.67025,0.826,1.09225,0.638,0.6675
,,,,,,,,,,,,
2,19,6,0,69.56,0.78025,0.19625,0.3045,0.59175,0.30325,0.93475,0.64,0.6685
,,,,,,,,,,,,
2,19,7,0,69.37,1.282,0.194,0.344,0.6975,0.29475,0.68575,0.58,1.14625
,,,,,,,,,,,,
2,19,8,0,69.31,1.56625,0.21875,0.42825,1.16525,0.4705,0.83075,0.6265,1.10325
,,,,,,,,,,,,
2,19,9,0,70.51,2.12625,0.42475,0.49075,1.292,0.4685,1.031,0.63775,2.3345
,,,,,,,,,,,,
2,19,10,0,73.04,1.9435,0.2495,2.3515,1.10175,0.47125,1.2055,0.593,1.59725
,,,,,,,,,,,,
2,19,11,0,75.62,1.017,0.29275,2.22425,1.1875,0.52175,1.82675,0.60575,3.74575
,,,,,,,,,,,,
2,19,12,0,77.15,0.85675,0.325,2.04475,1.28325,0.919,1.1185,0.639,3.11
,,,,,,,,,,,,
2,19,13,0,78.37,0.84025,0.3165,1.75425,1.027,2.8975,0.6585,0.60625,1.73325
,,,,,,,,,,,,
2,19,14,0,78.62,0.789,0.27375,0.56475,0.792,2.0685,0.4455,0.59025,1.39675
,,,,,,,,,,,,
2,19,15,0,78.51,0.928,0.33525,0.5545,0.97575,1.8255,0.41025,0.64575,1.0125
,,,,,,,,,,,,
2,19,16,0,77.52,1.34475,0.36275,0.53375,1.12675,1.58025,0.4545,0.6315,3.2425
,,,,,,,,,,,,
2,19,17,0,75.53,3.55075,0.4695,1.27325,1.217,0.63575,0.54575,0.163,4.659
,,,,,,,,,,,,
2,19,18,0,74.75,5.74575,0.8145,2.019,1.1805,0.67975,0.48025,0.82925,3.5265
,,,,,,,,,,,,
2,19,19,0,73.8,5.29475,0.65425,0.64625,1.19925,1.20175,0.515,2.1755,3.73175
,,,,,,,,,,,,
2,19,20,0,73.14,5.37225,0.41475,0.71225,1.8465,0.77625,0.491,2.10925,2.67425
,,,,,,,,,,,,
2,19,21,0,73.01,4.78875,0.34575,2.123,1.888,0.82825,0.3825,2.13675,1.102
,,,,,,,,,,,,
2,19,22,0,72.88,4.2445,0.38725,1.97075,4.6925,0.7935,0.492,0.63675,1.14025
,,,,,,,,,,,,
2,19,23,0,72.9,3.10575,0.27975,1.7135,3.7555,0.596,0.446,1.603,2.70625
,,,,,,,,,,,,
2,20,0,1,72.99,2.6095,0.23325,1.79925,0.69725,0.45225,0.3945,1.402,3.1345
,,,,,,,,,,,,
2,20,1,1,72.88,1.69425,0.249,1.69125,0.67775,0.44975,0.3925,2.073,1.0285
,,,,,,,,,,,,
2,20,2,1,72.55,3.8885,0.4625,0.325,0.711,0.454,0.40725,2.1445,0.95925
,,,,,,,,,,,,
2,20,3,1,72.06,3.80575,0.24625,0.3095,0.63325,0.36625,0.335,0.6815,1.38475
,,,,,,,,,,,,
2,20,4,1,71.65,1.44275,0.218,0.29675,0.67225,0.3235,0.40825,2.0825,3.4135
,,,,,,,,,,,,
2,20,5,1,70.72,0.8985,0.20725,0.30625,0.5695,0.872,0.74975,2.1315,1.61175
,,,,,,,,,,,,
2,20,6,1,70.31,1.8975,0.22125,0.305,0.772,0.3615,0.991,2.24025,0.8995
,,,,,,,,,,,,
2,20,7,1,69.91,5.37675,0.201,0.5405,2.319,0.5645,0.7825,0.96525,1.5225
,,,,,,,,,,,,
2,20,8,1,69.93,3.7555,0.3205,0.442,1.1305,0.26475,0.68325,0.8905,0.821
,,,,,,,,,,,,
2,20,9,1,70.39,2.00725,0.675,0.545,2.5115,0.4365,0.451,0.55975,1.0105
,,,,,,,,,,,,
2,20,10,1,71.97,1.73875,1.14975,0.52275,4.3705,0.36025,0.42225,0.673,1.329
,,,,,,,,,,,,
2,20,11,1,70.76,1.88125,0.81975,0.5335,4.2905,0.4445,0.856,0.74475,0.84875
,,,,,,,,,,,,
2,20,12,1,70.71,1.50825,0.786,0.50425,4.39775,0.439,0.86375,0.72675,0.871
,,,,,,,,,,,,
2,20,13,1,71.15,0.95125,0.738,0.462,1.487,0.47175,1.76975,0.5765,0.82025
,,,,,,,,,,,,
2,20,14,1,71.16,0.97275,0.77775,0.49975,1.3295,0.263,2.002,0.63975,1.435
,,,,,,,,,,,,
2,20,15,1,71.93,0.9375,0.87075,0.515,3.1585,0.28225,2.0885,0.6535,0.83175
,,,,,,,,,,,,
2,20,16,1,72.18,0.87575,1.0155,0.4545,3.373,0.7885,2.013,0.7995,0.71975
,,,,,,,,,,,,
2,20,17,1,72.08,1.03925,0.411,1.0725,1.60675,0.42225,1.57675,1.08925,0.74925
,,,,,,,,,,,,
2,20,18,1,72.17,3.30725,0.62625,1.9365,1.54175,0.539,0.7695,2.2785,1.23275
,,,,,,,,,,,,
2,20,19,1,72.45,5.4175,0.8105,1.963,1.50925,0.904,0.63625,2.3815,0.812
,,,,,,,,,,,,
2,20,20,1,72.21,5.1475,0.4655,0.845,1.58,0.7245,0.593,2.22925,1.34825
,,,,,,,,,,,,
2,20,21,1,71.74,3.20375,0.52625,0.55025,1.593,0.70225,0.50925,2.351,0.6555
,,,,,,,,,,,,
2,20,22,1,71.54,4.62425,0.47925,0.527,1.0245,0.80075,0.397,2.25025,0.79975
,,,,,,,,,,,,
2,20,23,1,71.08,4.07,0.409,0.3505,0.63025,0.858,0.37875,2.15825,0.53975
,,,,,,,,,,,,
2,21,0,2,70.96,3.9335,0.3205,0.30725,0.602,0.6435,0.3715,2.1345,1.18425
,,,,,,,,,,,,
2,21,1,2,70.91,3.9315,0.283,0.303,0.58725,0.31325,0.3575,2.10875,0.56225
,,,,,,,,,,,,
2,21,2,2,70.3,3.67475,0.3105,0.3155,0.597,0.405,0.36975,2.082,1.09525
,,,,,,,,,,,,
2,21,3,2,53.47,3.442,0.30275,0.297,0.607,0.70525,0.36825,1.8225,0.55525
,,,,,,,,,,,,
2,21,4,2,47.93,3.56675,0.28375,0.29825,0.67375,0.30125,0.36775,1.843,0.6085
,,,,,,,,,,,,
2,21,5,2,46.59,3.13025,0.28625,0.31975,0.6335,0.328,0.749,1.29875,0.526
,,,,,,,,,,,,
2,21,6,2,44.79,2.5425,0.2195,0.38775,1.339,0.558,1.205,0.755,0.69525
,,,,,,,,,,,,
2,21,7,2,43.37,1.79875,0.331,0.6525,1.71375,0.39925,0.65975,0.85675,0.6985
,,,,,,,,,,,,
2,21,8,2,42.07,1.608,0.41275,0.43125,2.8705,0.5025,1.734,0.90575,0.6905
,,,,,,,,,,,,
2,21,9,2,42.1,0.81675,0.77625,0.4515,3.02625,0.87325,1.26175,0.59975,0.596
,,,,,,,,,,,,
2,21,10,2,42.34,0.8465,0.411,0.441,1.01825,0.4015,0.89675,0.62775,0.6235
,,,,,,,,,,,,
2,21,11,2,42.67,0.8555,0.32325,0.47975,0.9335,2.02475,1.1245,0.61125,2.90075
,,,,,,,,,,,,
2,21,12,2,42.35,0.747,0.505,0.3325,0.97475,0.41775,1.07925,0.5635,0.8285
,,,,,,,,,,,,
2,21,13,2,41.13,1.0805,0.64325,0.46225,0.9995,1.95925,1.04475,0.6985,1.34725
,,,,,,,,,,,,
2,21,14,2,40.78,0.9195,0.389,0.37025,1.01,0.47075,0.45825,0.6755,2.75775
,,,,,,,,,,,,
2,21,15,2,40.23,0.74375,0.54075,0.32525,1.80225,1.75425,0.5295,0.722,0.53575
,,,,,,,,,,,,
2,21,16,2,39.68,1.32625,0.379,0.45725,4.8365,2.54975,0.74775,1.194,4.3795
,,,,,,,,,,,,
2,21,17,2,40.66,1.76,0.43875,0.62025,4.8675,0.577,1.64225,0.797,0.709
,,,,,,,,,,,,
2,21,18,2,42.19,2.6095,0.49125,0.63475,4.87175,2.0885,0.68775,0.92,12.35325
,,,,,,,,,,,,
2,21,19,2,42.64,3.04425,0.57475,0.5115,3.138,2.03675,0.87625,0.77425,10.79175
,,,,,,,,,,,,
2,21,20,2,42.68,2.18425,0.5775,0.74625,3.7605,1.989,0.82625,0.86,8.8535
,,,,,,,,,,,,
2,21,21,2,42.33,2.34125,0.8245,1.64975,2.62375,2.11025,0.9185,0.803,8.4505
,,,,,,,,,,,,
2,21,22,2,41.5,1.4235,0.46825,2.81075,1.283,2.062,0.6845,0.6335,8.64325
,,,,,,,,,,,,
2,21,23,2,40.67,1.07,0.39425,2.13025,0.94025,1.8305,0.5115,0.647,3.4625
,,,,,,,,,,,,
2,22,0,3,40.04,0.813,0.409,2.04,0.7695,0.946,0.533,0.6115,4.1145
,,,,,,,,,,,,
2,22,1,3,39.59,1.0215,0.283,1.20075,0.78075,2.06,0.46875,0.584,4.2105
,,,,,,,,,,,,
2,22,2,3,39.06,0.73875,0.339,0.331,0.851,2.00525,0.517,0.632,3.058
,,,,,,,,,,,,
2,22,3,3,38.82,0.78225,0.331,0.39525,1.035,2.013,0.52375,0.6135,2.1075
,,,,,,,,,,,,
2,22,4,3,37.99,1.14675,0.301,0.47725,0.9,1.8445,0.536,0.5715,2.542
,,,,,,,,,,,,
2,22,5,3,37.78,0.97575,0.33475,0.528,0.856,2.004,1.264,0.62475,4.29325
,,,,,,,,,,,,
2,22,6,3,37.69,2.5045,0.57425,0.6675,0.81325,3.1705,1.11925,0.414,3.158
,,,,,,,,,,,,
2,22,7,3,37.46,2.18775,1.18075,0.8105,2.04875,1.585,1.35725,2.65075,0.88725
,,,,,,,,,,,,
2,22,8,3,37.35,1.98525,0.49325,0.8455,3.03675,2.5275,1.6325,0.74075,2.425
,,,,,,,,,,,,
2,22,9,3,37.73,2.46425,0.40725,0.6645,1.1315,2.1735,1.189,0.66875,1.95825
,,,,,,,,,,,,
2,22,10,3,38.15,1.84775,0.36775,0.37,1.13075,3.4065,0.991,0.826,2.80325
,,,,,,,,,,,,
2,22,11,3,39.09,1.98725,0.4495,0.36075,1.178,0.4035,0.718,0.6055,2.51675
,,,,,,,,,,,,
2,22,12,3,39.68,1.71075,0.3155,0.46825,1.16175,2.2365,0.6855,0.5625,2.775
,,,,,,,,,,,,
2,22,13,3,40.57,0.8025,0.39725,0.4425,1.182,2.60075,0.47025,0.642,3.39725
,,,,,,,,,,,,
2,22,14,3,41.96,0.68275,0.3495,0.56,1.133,0.57125,0.5905,0.61075,2.55975
,,,,,,,,,,,,
2,22,15,3,42.52,0.68925,0.4115,0.6795,1.22275,0.2855,0.611,0.717,1.784
,,,,,,,,,,,,
2,22,16,3,43.08,1.215,0.59775,0.5555,1.25575,0.6575,0.58725,0.78225,2.1355
,,,,,,,,,,,,
2,22,17,3,43.45,1.06475,0.99525,0.62725,1.324,2.93375,0.6935,0.76775,3.768
,,,,,,,,,,,,
2,22,18,3,43.79,1.03775,0.476,2.4405,1.417,2.1995,0.67725,0.864,3.603
,,,,,,,,,,,,
2,22,19,3,43.73,1.879,0.40625,2.34975,1.32975,0.85,0.7175,0.8195,3.44475
,,,,,,,,,,,,
2,22,20,3,43.17,1.83825,0.51975,2.1885,1.36475,2.1535,1.031,0.9405,2.63025
,,,,,,,,,,,,
2,22,21,3,43.03,2.01,0.5865,2.19225,1.489,2.125,0.71,0.62175,3.31725
,,,,,,,,,,,,
2,22,22,3,43.07,1.264,0.76625,1.03775,4.527,3.182,0.525,0.67425,2.90975
,,,,,,,,,,,,
2,22,23,3,43.21,1.493,0.7605,0.40875,4.71125,1.84875,0.47925,0.60475,0.66375
,,,,,,,,,,,,
2,23,0,4,43.58,0.64325,0.4615,0.28075,4.5525,1.00425,0.46775,0.62525,3.20325
,,,,,,,,,,,,
2,23,1,4,43.47,0.8555,0.42225,0.284,2.1125,0.51225,0.4715,0.63725,1.96475
,,,,,,,,,,,,
2,23,2,4,43.77,0.602,0.39675,0.285,0.91525,0.44125,0.441,0.58625,1.598
,,,,,,,,,,,,
2,23,3,4,43.73,0.855,0.34175,0.27775,0.8385,0.8805,0.4995,0.6535,3.181
,,,,,,,,,,,,
2,23,4,4,43.71,0.85275,0.36675,0.40075,0.8485,2.044,0.45775,0.56775,1.3725
,,,,,,,,,,,,
2,23,5,4,43.65,1.27525,0.35075,0.706,0.84175,1.94925,1.04,0.69875,3.10625
,,,,,,,,,,,,
2,23,6,4,44.29,1.796,0.2915,0.7305,0.847,1.26725,1.44725,0.73375,1.872
,,,,,,,,,,,,
2,23,7,4,44.74,2.246,0.3465,0.65775,1.209,1.004,1.421,0.82825,1.5955
,,,,,,,,,,,,
2,23,8,4,45.57,1.968,0.39525,0.594,0.69875,1.887,0.8515,1.20075,4.355
,,,,,,,,,,,,
2,23,9,4,47.55,2.354,0.45375,0.54825,0.84575,1.6855,1.114,0.7115,2.5015
,,,,,,,,,,,,
2,23,10,4,49.82,1.9685,0.53825,0.5765,1.38825,2.217,1.313,0.59525,3.74525
,,,,,,,,,,,,
2,23,11,4,51.49,2.0015,0.35225,0.51175,1.20725,1.1355,1.44975,0.643,4.323
,,,,,,,,,,,,
2,23,12,4,53.17,1.615,0.37375,0.5635,1.00275,0.434,1.088,0.70525,3.247
,,,,,,,,,,,,
2,23,13,4,54.7,1.0595,0.346,0.446,0.96,1.84475,0.94125,0.59375,3.601
,,,,,,,,,,,,
2,23,14,4,56.68,0.9295,0.282,0.4775,3.41325,0.35475,0.4785,0.659,3.35475
,,,,,,,,,,,,
2,23,15,4,58.66,0.911,0.2695,0.494,0.966,0.2335,0.52275,0.74975,0.53175
,,,,,,,,,,,,
2,23,16,4,60.6,1.047,0.3225,0.48725,1.0535,0.2385,0.764,0.772,0.78375
,,,,,,,,,,,,
2,23,17,4,61.86,2.3925,0.31925,0.41175,1.13175,1.732,1.1785,0.65275,1.169
,,,,,,,,,,,,
2,23,18,4,61.89,2.496,0.6955,0.348,1.23625,0.3835,0.9025,1.5135,0.886
,,,,,,,,,,,,
2,23,19,4,61.73,1.9035,0.46325,0.3885,1.2065,0.60275,0.75475,2.345,0.62725
,,,,,,,,,,,,
2,23,20,4,61.53,1.888,0.35525,0.38175,1.4315,1.01975,0.47725,0.6615,0.55225
,,,,,,,,,,,,
2,23,21,4,61.44,1.97425,0.9845,0.371,1.55825,0.71175,0.4615,0.6555,0.56475
,,,,,,,,,,,,
2,23,22,4,61.17,1.6085,0.4705,0.385,4.9055,0.55075,0.4145,0.686,1.62375
,,,,,,,,,,,,
2,23,23,4,61.46,1.217,0.45725,0.7945,2.296,1.7125,0.385,0.5675,1.24275
,,,,,,,,,,,,
2,24,0,5,62.4,3.6885,0.35525,1.72225,0.899,0.343,0.38875,0.65775,2.3755
,,,,,,,,,,,,
2,24,1,5,63.98,3.75775,0.267,1.673,0.814,0.28525,0.42675,0.58775,3.64825
,,,,,,,,,,,,
2,24,2,5,65.62,3.704,0.2205,1.49425,0.76575,0.33325,0.3875,0.6325,0.64175
,,,,,,,,,,,,
2,24,3,5,66.75,3.65075,0.27075,0.29175,0.731,0.2885,0.43775,0.6095,0.528
