month,day,hour,day of week,air_temp_f,3039 power (kW),3538 power (kW),4031 power (kW),6139 power (kW),7951 power (kW),8386 power (kW),8565 power (kW),9278 power (kW)
1,1,0,0,26.69,0.90425,1.198,0.71625,1.7845,4.465,1.019,0.7125,5.2995
,,,,,,,,,,,,
1,1,1,0,26.03,1.91575,1.252,0.2825,1.275,2.66275,0.789,0.65375,10.4485
,,,,,,,,,,,,
1,1,2,0,25.86,1.4915,1.193,0.51225,0.807,3.69775,0.93925,0.64725,9.839
,,,,,,,,,,,,
1,1,3,0,25.91,1.17675,1.208,0.7615,0.827,3.63,1,0.641,9.878
,,,,,,,,,,,,
1,1,4,0,25.83,1.07875,1.11125,0.5895,0.9015,2.222,0.9565,0.64125,10.8155
,,,,,,,,,,,,
1,1,5,0,25.77,1.10925,1.19275,0.48525,0.77675,3.41625,0.967,0.659,10.17375
,,,,,,,,,,,,
1,1,6,0,25.62,0.856,1.1365,0.62675,0.76825,4.01875,1.47225,0.6395,10.45075
,,,,,,,,,,,,
1,1,7,0,25.35,1.5305,1.181,0.7905,0.813,3.62075,1.3445,0.62525,9.4455
,,,,,,,,,,,,
1,1,8,0,24.64,2.03,0.99825,1.7685,0.65075,2.83125,2.04525,0.636,10.104
,,,,,,,,,,,,
1,1,9,0,24.87,2.112,0.7725,1.36325,0.8405,2.94175,1.6315,0.81175,6.054
,,,,,,,,,,,,
1,1,10,0,25.5,1.9395,0.69,1.35025,0.828,2.639,2.14425,0.808,5.02725
,,,,,,,,,,,,
1,1,11,0,26.09,2.04975,0.51075,0.89225,1.408,2.117,1.51875,0.82075,3.4755
,,,,,,,,,,,,
1,1,12,0,27.56,1.56425,0.755,0.492,0.80475,4.33625,1.519,0.9025,1.79225
,,,,,,,,,,,,
1,1,13,0,28.89,1.8885,0.46625,0.57875,0.7495,2.328,1.51175,0.72025,2.80225
,,,,,,,,,,,,
1,1,14,0,29.73,1.77625,0.556,0.94375,0.83325,2.41025,1.24625,0.884,7.97775
,,,,,,,,,,,,
1,1,15,0,29.94,1.815,0.6705,0.59675,1.36275,1.87825,1.44275,0.96725,5.90475
,,,,,,,,,,,,
1,1,16,0,30.39,2.3915,0.489,0.592,1.1715,1.20025,1.4935,0.8905,4.85375
,,,,,,,,,,,,
1,1,17,0,30.55,2.84375,0.51725,0.84925,3.40225,3.594,1.545,1.031,2.83525
,,,,,,,,,,,,
1,1,18,0,29.66,2.7385,0.95025,1.47975,1.91575,3.441,1.59425,0.6985,4.87925
,,,,,,,,,,,,
1,1,19,0,29.13,2.12425,1.053,0.924,1.9385,3.95375,1.42025,0.78675,4.862
,,,,,,,,,,,,
1,1,20,0,29.1,2.2195,1.213,1.798,1.62075,4.85125,1.40775,0.9215,3.638
,,,,,,,,,,,,
1,1,21,0,29.02,1.80075,1.4435,5.374,1.463,3.01725,1.24775,0.853,5.456
,,,,,,,,,,,,
1,1,22,0,28.91,1.66975,2.41175,2.559,1.68925,4.6215,1.066,0.688,5.43725
,,,,,,,,,,,,
1,1,23,0,28.9,0.8565,1.35475,0.69475,1.276,3.25225,0.95125,0.37275,4.89225
,,,,,,,,,,,,
1,2,0,1,28.85,1.01025,1.21425,0.2945,0.763,2.6395,0.94125,0.31025,5.17375
,,,,,,,,,,,,
1,2,1,1,28.72,1.10825,1.17475,0.2825,0.78025,3.52025,0.789,0.30575,4.68025
,,,,,,,,,,,,
1,2,2,1,28.7,0.86775,1.15325,0.43425,0.682,3.36625,0.792,0.286,3.731
,,,,,,,,,,,,
1,2,3,1,28.62,1.135,0.95975,0.64025,0.76175,3.40475,0.81825,0.285,3.97425
,,,,,,,,,,,,
1,2,4,1,28.49,0.9335,0.97575,0.65275,0.7355,2.028,0.77975,0.3315,4.44825
,,,,,,,,,,,,
1,2,5,1,28.11,1.03325,0.94225,0.50825,0.7715,3.86975,1.1145,0.65625,4.25325
,,,,,,,,,,,,
1,2,6,1,27.98,1.3265,0.93975,0.575,0.74625,2.54675,1.328,0.519,4.19925
,,,,,,,,,,,,
1,2,7,1,27.93,1.306,1.02125,0.72525,0.7705,3.22675,0.86525,0.554,3.56675
,,,,,,,,,,,,
1,2,8,1,27.96,1.96375,0.79675,0.36675,0.69475,3.579,1.46875,0.4185,4.5935
,,,,,,,,,,,,
1,2,9,1,28.23,2.50925,0.4725,0.44875,1.21425,3.4805,1.18525,1.24025,4.06725
,,,,,,,,,,,,
1,2,10,1,29.02,1.197,0.72525,0.59225,1.29875,1.85075,1.036,2.126,3.5665
,,,,,,,,,,,,
1,2,11,1,30.02,0.76675,0.6205,0.4905,2.081,3.70575,1.44425,2.4615,2.74175
,,,,,,,,,,,,
1,2,12,1,30.63,1.3605,0.46625,0.58375,2.5515,2.16075,1.24975,0.98375,2.54925
,,,,,,,,,,,,
1,2,13,1,31.03,0.97975,0.53375,0.81475,1.4145,2.16725,1.48225,0.86675,5.45025
,,,,,,,,,,,,
1,2,14,1,31.27,0.73425,0.48025,0.54175,1.24475,4.254,1.4045,0.9215,4.19525
,,,,,,,,,,,,
1,2,15,1,31.09,0.688,0.56525,1.78575,1.508,1.9175,1.01525,0.876,5.14725
,,,,,,,,,,,,
1,2,16,1,30.07,0.68225,0.5545,2.676,1.20625,3.17725,0.99525,0.95425,5.64175
,,,,,,,,,,,,
1,2,17,1,28.88,2.6275,0.56,2.417,1.559,2.32225,1.6715,3.0175,2.7455
,,,,,,,,,,,,
1,2,18,1,28.82,3.416,0.606,2.1945,1.382,4.36,1.88875,1.067,4.3345
,,,,,,,,,,,,
1,2,19,1,28.6,2.50875,1.321,2.261,1.39575,3.671,1.53525,1.33375,7.1705
,,,,,,,,,,,,
1,2,20,1,28.31,2.4915,1.59625,2.21675,1.339,4.65975,1.7515,1.241,7.324
,,,,,,,,,,,,
1,2,21,1,27.86,1.58625,1.7325,2.27625,1.2895,4.2995,1.296,0.9645,12.13225
,,,,,,,,,,,,
1,2,22,1,27.48,1.2685,1.6025,1.79425,4.8985,4.629,1.03075,0.5435,10.5405
,,,,,,,,,,,,
1,2,23,1,26.99,1.117,1.2765,0.6135,4.78225,4.0435,0.82675,0.54775,13.59175
,,,,,,,,,,,,
1,3,0,2,26.3,0.90425,1.19575,0.45475,4.1625,3.70375,0.81,0.54225,3.54425
,,,,,,,,,,,,
1,3,1,2,24.71,0.99775,1.235,0.6275,1.6965,2.83625,0.8235,0.323,4.8705
,,,,,,,,,,,,
1,3,2,2,23.79,0.7235,1.184,1.117,0.7585,3.681,0.84525,0.306,4.94725
,,,,,,,,,,,,
1,3,3,2,22.6,1.17675,1.1375,0.67975,0.7275,4.07525,0.8695,0.326,4.4355
,,,,,,,,,,,,
1,3,4,2,22.63,1.07875,1.189,0.50425,0.73275,3.9515,0.8025,0.331,5.0115
,,,,,,,,,,,,
1,3,5,2,22.77,1.18275,1.1535,0.5635,0.74025,4.33025,0.823,0.31725,4.99625
,,,,,,,,,,,,
1,3,6,2,21.73,1.55675,1.112,0.597,0.74675,3.55025,1.21775,0.379,4.391
,,,,,,,,,,,,
1,3,7,2,20.88,1.5305,1.20275,0.78425,0.75225,4.367,1.055,0.33525,5.3415
,,,,,,,,,,,,
1,3,8,2,21.72,2.0345,1.17225,0.674,0.83325,4.55825,1.3585,0.691,5.73325
,,,,,,,,,,,,
1,3,9,2,27.6,2.112,1.80925,0.5145,0.98525,3.77825,0.988,0.50375,5.108
,,,,,,,,,,,,
1,3,10,2,32.72,1.9395,0.693,1.1525,1.3025,2.06575,0.8765,0.54825,4.235
,,,,,,,,,,,,
1,3,11,2,38.11,1.81525,0.67725,0.533,1.49,1.8445,0.94475,0.75725,4.167
,,,,,,,,,,,,
1,3,12,2,42.6,1.56425,1.0415,0.5005,1.38775,0.89925,1.671,0.67725,2.72275
,,,,,,,,,,,,
1,3,13,2,48.13,1.8885,0.57225,0.48575,1.416,2.6065,1.06025,0.6295,1.1545
,,,,,,,,,,,,
1,3,14,2,51.64,1.77625,0.4515,0.475,1.351,0.842,0.92,0.8155,0.603
,,,,,,,,,,,,
1,3,15,2,53.67,1.815,0.54725,0.465,1.415,0.864,0.86825,0.65025,1.23925
,,,,,,,,,,,,
1,3,16,2,55.27,2.3915,0.55675,0.43875,1.43,0.2935,1.0515,0.6895,1.03675
,,,,,,,,,,,,
1,3,17,2,54.95,2.84375,0.478,0.46675,1.531,2.641,1.21825,0.9575,1.8455
,,,,,,,,,,,,
1,3,18,2,50.85,2.618,0.5455,0.78475,1.40025,2.8605,1.2525,1.00475,2.34925
,,,,,,,,,,,,
1,3,19,2,44.94,2.5215,0.56,2.1855,1.351,2.9985,1.37975,1.39975,1.732
,,,,,,,,,,,,
1,3,20,2,42.04,2.054,0.623,4.5825,1.47325,2.89875,1.18175,1.231,1.9505
,,,,,,,,,,,,
1,3,21,2,38.9,1.80525,1.439,3.746,1.815,2.36375,1.209,0.97975,3.8095
,,,,,,,,,,,,
1,3,22,2,36.77,1.79925,2.46375,4.26775,4.583,3.104,1.06375,0.925,5.1305
,,,,,,,,,,,,
1,3,23,2,35.54,1.58425,1.4145,0.9905,3.02775,1.72725,0.8295,0.48775,0.57375
,,,,,,,,,,,,
1,4,0,3,33.38,1.417,0.911,0.2775,0.95025,2.10125,0.842,0.22725,4.17575
,,,,,,,,,,,,
1,4,1,3,32.08,1.2385,0.87575,0.359,0.87175,2.32275,0.7705,0.2785,2.151
,,,,,,,,,,,,
1,4,2,3,31.07,0.739,0.886,0.703,0.723,2.604,0.8395,0.2815,2.51375
,,,,,,,,,,,,
1,4,3,3,30.07,0.76875,0.89225,0.55225,0.673,3.741,0.772,0.28225,3.9775
,,,,,,,,,,,,
1,4,4,3,29.34,0.69275,0.872,0.5455,0.7165,1.8805,0.83475,0.35025,2.3225
,,,,,,,,,,,,
1,4,5,3,29.29,0.93075,0.8965,0.4675,0.69575,3.3,0.95525,0.562,4.03075
,,,,,,,,,,,,
1,4,6,3,29.4,1.90425,1.11925,0.59975,0.7775,3.91875,1.26225,0.6355,3.24425
,,,,,,,,,,,,
1,4,7,3,28.48,2.106,1.224,0.92,1.26575,2.45225,0.8215,0.817,2.206
,,,,,,,,,,,,
1,4,8,3,28.42,1.17825,1.3345,0.508,1.769,2.05125,1.3395,0.7325,4.21325
,,,,,,,,,,,,
1,4,9,3,33.6,0.79025,0.9675,0.44875,1.80325,3.219,0.92925,0.85375,1.51775
,,,,,,,,,,,,
1,4,10,3,43.23,0.84,0.40675,0.42625,1.2865,1.16625,1.01775,1.1585,3.42575
,,,,,,,,,,,,
1,4,11,3,48.06,0.792,0.8695,0.366,1.578,0.982,1.67175,1.0395,2.519
,,,,,,,,,,,,
1,4,12,3,50.85,1.154,0.879,0.31,1.47375,0.78275,1.02,0.838,0.62175
,,,,,,,,,,,,
1,4,13,3,52.7,1.685,0.45025,0.344,1.111,2.06575,0.94025,0.83925,2.6105
,,,,,,,,,,,,
1,4,14,3,54.17,0.80575,0.3245,0.32225,0.895,1.54,0.952,0.836,0.634
,,,,,,,,,,,,
1,4,15,3,54.46,0.79225,0.509,0.49525,0.9075,1.45275,1.02025,0.8305,2.09
,,,,,,,,,,,,
1,4,16,3,53.96,0.8015,0.39625,0.61875,1.1,1.51225,1.05625,0.6985,0.91725
,,,,,,,,,,,,
1,4,17,3,53.1,0.756,0.59475,0.71975,1.12075,0.8045,1.41075,0.71975,2.62775
,,,,,,,,,,,,
1,4,18,3,51.06,2.212,0.77175,2.425,1.40175,0.75025,0.87975,0.69625,1.86375
,,,,,,,,,,,,
1,4,19,3,48.67,2.27075,0.705,2.3015,1.22875,2.451,0.72425,0.91025,2.298
,,,,,,,,,,,,
1,4,20,3,47.31,2.34675,0.64825,2.19925,1.196,1.11675,0.79125,1.837,2.68525
,,,,,,,,,,,,
1,4,21,3,46.25,1.77625,1.34875,2.2565,1.18025,2.68,0.84725,1.381,5.729
,,,,,,,,,,,,
1,4,22,3,46.05,1.2065,0.623,1.284,4.38575,2.62525,0.53975,0.2325,3.05525
,,,,,,,,,,,,
1,4,23,3,44.99,0.771,0.46525,0.37375,2.291,2.48675,0.49275,0.22475,0.64125
,,,,,,,,,,,,
1,5,0,4,44.91,0.6935,0.3235,0.291,1.00325,0.3695,0.4485,0.2215,2.758
,,,,,,,,,,,,
1,5,1,4,45.27,0.7265,0.37525,0.26675,0.97925,1.95125,0.47175,0.22025,0.9845
,,,,,,,,,,,,
1,5,2,4,44.93,0.74275,0.34525,0.40125,0.84,2.02875,0.4995,0.29675,2.72
,,,,,,,,,,,,
1,5,3,4,44.21,1.004,0.5465,0.44475,0.663,1.9265,0.44975,0.2195,2.165
,,,,,,,,,,,,
1,5,4,4,44.18,0.7505,0.35675,0.44925,0.64025,1.8895,0.47225,0.26875,1.473
,,,,,,,,,,,,
1,5,5,4,43.39,1.0425,0.3105,0.45025,0.86475,2,0.45875,0.2855,3.41175
,,,,,,,,,,,,
1,5,6,4,43.1,2.014,0.37175,0.90125,1.692,2.213,0.643,0.4015,0.60725
,,,,,,,,,,,,
1,5,7,4,42.91,1.89375,0.3405,0.69825,1.702,1.81625,0.55325,3.54925,3.15525
,,,,,,,,,,,,
1,5,8,4,43.16,1.94625,0.623,0.7315,1.23675,2.0945,0.86975,1.98325,3.2985
,,,,,,,,,,,,
1,5,9,4,45.19,1.84525,0.55325,0.614,1.107,0.3965,0.77825,0.51825,0.648
,,,,,,,,,,,,
1,5,10,4,48.78,2.1215,0.4565,0.40975,1.31825,2.12325,1.58025,0.2705,2.92875
,,,,,,,,,,,,
1,5,11,4,51.6,1.74625,0.41375,0.40125,4.54425,0.5725,0.90875,0.25525,0.65025
,,,,,,,,,,,,
1,5,12,4,55.26,1.66725,0.40825,0.487,1.12725,0.26775,0.40975,0.25225,2.51725
,,,,,,,,,,,,
1,5,13,4,58.21,1.31,0.27425,0.358,3.70475,0.6075,0.512,0.266,0.81
,,,,,,,,,,,,
1,5,14,4,59.77,0.93825,0.2685,0.46675,1.4985,0.44125,0.426,0.246,0.687
,,,,,,,,,,,,
1,5,15,4,60.43,0.834,0.40125,0.5035,1.144,0.25775,0.4635,0.337,1.9955
,,,,,,,,,,,,
1,5,16,4,60.65,1.14625,0.431,0.5535,1.0505,0.915,0.48225,0.32625,0.84675
,,,,,,,,,,,,
1,5,17,4,59.09,2.23625,0.6015,0.50925,1.2405,0.49625,0.53875,0.32375,2.739
,,,,,,,,,,,,
1,5,18,4,54.83,3.17325,0.36925,2.2035,1.4465,2.4765,0.56525,0.32225,2.50875
,,,,,,,,,,,,
1,5,19,4,50.28,1.941,0.7425,2.438,1.7485,1.20375,1.44325,0.3795,2.36575
,,,,,,,,,,,,
1,5,20,4,47.35,1.919,0.83425,2.2165,1.0075,1.6385,1.007,0.3565,1.47175
,,,,,,,,,,,,
1,5,21,4,47.25,1.31225,1.18075,1.6395,1.21475,1.22475,0.711,0.25675,1.372
,,,,,,,,,,,,
1,5,22,4,46.08,1.22175,0.61725,0.55825,4.5085,0.9235,0.51125,0.224,1.8255
,,,,,,,,,,,,
1,5,23,4,46.97,1.4545,0.42575,0.4465,4.49575,1.944,0.46025,0.2665,1.1625
,,,,,,,,,,,,
1,6,0,5,46.03,0.8795,0.364,0.3365,0.64025,1.79875,0.4455,0.21075,1.935
,,,,,,,,,,,,
1,6,1,5,44.13,0.7015,0.28675,0.3725,0.65125,1.8065,0.476,0.34125,2.10775
,,,,,,,,,,,,
1,6,2,5,42.92,0.78525,0.3465,0.4825,0.6755,1.985,0.44025,0.41925,2.38075
,,,,,,,,,,,,
1,6,3,5,41.36,0.733,0.3705,0.49,0.65025,2.54625,0.50275,0.31375,2.39975
,,,,,,,,,,,,
1,6,4,5,39.93,0.703,0.33275,0.5375,0.6345,1.9335,0.45375,0.23775,2.05225
,,,,,,,,,,,,
1,6,5,5,39.22,0.77375,0.342,0.49125,0.668,1.835,0.6375,0.22475,3.3535
,,,,,,,,,,,,
1,6,6,5,40.2,1.1315,0.39475,0.518,0.65925,2.02825,1.00225,0.24925,1.63575
,,,,,,,,,,,,
1,6,7,5,41.46,0.93875,0.373,0.56675,0.65225,3.18325,0.47825,0.2615,3.8495
,,,,,,,,,,,,
1,6,8,5,42.39,1.7705,0.498,0.55775,0.526,1.85125,0.96025,0.274,2.228
,,,,,,,,,,,,
1,6,9,5,44.3,2.06325,0.4195,0.703,0.7205,1.053,0.56025,0.46675,2.908
,,,,,,,,,,,,
1,6,10,5,47.36,2.1075,0.519,1.01425,1.0715,1.81475,0.51175,0.4065,3.0155
,,,,,,,,,,,,
1,6,11,5,51.54,1.19425,0.6785,0.46075,1.3625,1.6475,0.5325,0.50475,2.34875
,,,,,,,,,,,,
1,6,12,5,57.02,2.67075,0.34,0.5615,1.75925,0.6405,0.459,0.47375,0.809
,,,,,,,,,,,,
1,6,13,5,61.06,1.97075,0.3145,0.29875,1.27525,0.744,0.74075,0.445,0.59275
,,,,,,,,,,,,
1,6,14,5,61.74,1.6275,0.32675,0.2985,2.471,0.52525,0.79475,0.2435,0.524
,,,,,,,,,,,,
1,6,15,5,61.81,2.34475,0.51675,0.334,2.22625,0.37625,0.72425,0.23825,0.62325
,,,,,,,,,,,,
1,6,16,5,62.35,2.34325,0.64825,1.35825,0.721,0.2525,0.749,0.341,1.29925
,,,,,,,,,,,,
1,6,17,5,62.13,1.98475,0.396,1.976,0.8795,0.255,1.17425,0.42825,0.943
,,,,,,,,,,,,
1,6,18,5,59.54,3.375,0.444,1.7655,1.2525,0.64525,0.86775,0.42375,0.946
,,,,,,,,,,,,
1,6,19,5,56.62,1.941,0.65375,0.7565,1.29725,1.99375,0.6595,0.36075,0.9235
,,,,,,,,,,,,
1,6,20,5,55.22,2.10075,0.4605,0.7855,1.66725,1.014,0.62375,0.60775,0.8865
,,,,,,,,,,,,
1,6,21,5,56.34,1.47275,0.97275,0.6525,1.37525,0.828,0.552,0.6915,1.157
,,,,,,,,,,,,
1,6,22,5,56.57,1.29525,0.50575,1.7885,0.817,2.6775,0.42525,0.642,3.74775
,,,,,,,,,,,,
1,6,23,5,55.35,1.41625,0.593,1.85775,0.67325,1.14775,0.44375,0.637,0.51875
,,,,,,,,,,,,
1,7,0,6,54.6,0.8795,0.322,0.3475,0.60925,0.34225,0.4295,0.629,0.6545
,,,,,,,,,,,,
1,7,1,6,54.2,0.7015,0.35875,0.2745,0.6195,1.81125,0.411,0.62575,0.612
,,,,,,,,,,,,
1,7,2,6,54.1,0.732,0.339,0.271,0.59075,0.3285,0.3925,0.97975,1.236
,,,,,,,,,,,,
1,7,3,6,54.11,0.733,0.29625,0.27775,0.57825,0.34025,0.4205,0.6125,0.99675
,,,,,,,,,,,,
1,7,4,6,54.27,0.703,0.259,0.35325,0.60375,2.38875,0.374,0.602,2.39925
,,,,,,,,,,,,
1,7,5,6,54.61,0.70525,0.296,0.38975,0.6235,0.352,0.6215,0.60775,2.884
,,,,,,,,,,,,
1,7,6,6,54.79,1.1315,0.3445,0.3905,0.598,1.76075,0.852,0.6065,1.0405
,,,,,,,,,,,,
1,7,7,6,54.86,2.0365,0.335,0.47,0.79825,0.605,0.4275,0.61525,0.65075
,,,,,,,,,,,,
1,7,8,6,54.99,2.357,0.72275,0.35,0.9595,0.454,0.738,0.6265,2.70825
,,,,,,,,,,,,
1,7,9,6,55.55,2.1555,0.79325,0.395,1.29825,0.53625,0.99275,0.7595,0.782
,,,,,,,,,,,,
1,7,10,6,59,1.2055,0.72375,0.35025,1.11475,1.77325,0.4945,0.8895,1.523
,,,,,,,,,,,,
1,7,11,6,61.77,0.93125,0.47425,0.503,0.5335,0.39125,0.446,0.75875,0.9165
,,,,,,,,,,,,
1,7,12,6,65.31,1.62725,0.55025,0.46925,0.51475,0.49375,0.42475,0.6755,0.8265
,,,,,,,,,,,,
1,7,13,6,66.59,2.229,0.61175,0.43625,0.5305,0.41625,0.4435,0.8245,0.7515
,,,,,,,,,,,,
1,7,14,6,66.53,1.90775,0.558,1.96775,0.97,0.4325,0.495,0.7105,0.6825
,,,,,,,,,,,,
1,7,15,6,66.57,1.97875,0.286,2.278,1.10175,0.9955,0.4515,0.74775,0.69275
,,,,,,,,,,,,
1,7,16,6,66.64,0.6715,0.2845,2.09925,2.02425,0.4315,0.7515,0.72625,0.622
,,,,,,,,,,,,
1,7,17,6,66.42,3.34025,0.521,3.8005,4.488,0.37475,1.18725,2.94825,1.441
,,,,,,,,,,,,
1,7,18,6,65.64,4.84175,0.7005,1.16625,4.42675,0.43575,0.85225,2.61475,4.3385
,,,,,,,,,,,,
1,7,19,6,64.28,2.6665,0.70075,0.62625,4.4515,0.54825,0.604,2.04275,1.85125
,,,,,,,,,,,,
1,7,20,6,62.48,4.7295,1.04225,0.571,2.48475,0.64275,0.5405,1.36975,1.119
,,,,,,,,,,,,
1,7,21,6,61.04,1.419,0.8415,0.62425,1.151,0.544,0.59975,0.7805,1.1115
,,,,,,,,,,,,
1,7,22,6,59.01,1.2925,0.68475,0.55525,0.775,1.10325,0.4465,0.8485,0.87175
,,,,,,,,,,,,
1,7,23,6,58.38,0.95475,0.566,0.40975,0.59675,0.36425,0.39275,2.6785,0.6945
,,,,,,,,,,,,
1,8,0,0,57.12,0.72775,0.25625,0.3085,0.592,0.345,0.38375,0.6545,0.7545
,,,,,,,,,,,,
1,8,1,0,55.4,0.75775,0.342,0.3035,0.5935,1.896,0.376,0.63225,2.19225
,,,,,,,,,,,,
1,8,2,0,54.59,0.702,0.32325,0.29575,0.62525,0.3605,0.441,0.61175,1.7145
,,,,,,,,,,,,
1,8,3,0,53.61,0.78225,0.318,0.3425,0.60225,1.8655,0.3935,0.60975,1.55625
,,,,,,,,,,,,
1,8,4,0,52.32,0.9215,0.34325,0.39725,0.61625,1.33675,0.454,0.612,0.81575
,,,,,,,,,,,,
1,8,5,0,51.31,0.75275,0.30725,0.44225,0.62225,0.9495,0.363,0.628,2.44775
,,,,,,,,,,,,
1,8,6,0,51.52,2.6205,0.30625,0.53325,0.81925,1.856,0.8825,0.75825,1.5295
,,,,,,,,,,,,
1,8,7,0,50.07,2.395,0.26325,1.2815,0.7035,2.54875,0.58,0.8595,2.94625
,,,,,,,,,,,,
1,8,8,0,49.07,1.23925,0.2705,0.8395,0.6965,0.35125,0.82175,0.80025,1.3645
,,,,,,,,,,,,
1,8,9,0,51.46,0.75225,0.58125,0.334,1.038,0.4755,0.7775,0.66675,1.67675
,,,,,,,,,,,,
1,8,10,0,55.76,0.65425,0.57875,0.36675,1.06875,0.349,0.491,0.62075,1.7495
,,,,,,,,,,,,
1,8,11,0,58.84,0.73175,0.84825,0.3615,0.87925,0.256,0.45375,0.598,0.63725
,,,,,,,,,,,,
1,8,12,0,61.98,0.98725,0.377,0.376,0.564,0.45375,0.415,0.6425,0.52625
,,,,,,,,,,,,
1,8,13,0,63.81,0.8695,0.31675,0.33375,0.5535,0.404,0.47225,0.63825,0.634
,,,,,,,,,,,,
1,8,14,0,65.37,0.7095,0.37025,0.34325,0.75325,0.30675,0.5585,0.64725,0.5995
,,,,,,,,,,,,
1,8,15,0,66.63,0.75075,0.50975,0.43525,3.58325,0.25375,0.471,0.704,0.621
,,,,,,,,,,,,
1,8,16,0,66.97,1.0755,0.47475,0.55125,1.16875,0.2415,0.5005,0.72225,0.5285
,,,,,,,,,,,,
1,8,17,0,66.49,2.19675,0.53375,0.6995,0.84375,0.763,0.5395,0.73775,0.55475
,,,,,,,,,,,,
1,8,18,0,62.22,2.44975,0.565,3.079,1.15675,0.3905,0.67325,1.1035,3.316
,,,,,,,,,,,,
1,8,19,0,56.68,2.2875,0.54125,2.24075,1.23925,0.695,0.9215,0.8645,1.6355
,,,,,,,,,,,,
1,8,20,0,53.26,2.0085,0.57925,5.62475,1.4795,0.71,0.8835,0.9285,1.56525
,,,,,,,,,,,,
1,8,21,0,50.74,1.19775,0.806,1.2155,1.84875,0.62125,0.9425,0.90675,0.8275
,,,,,,,,,,,,
1,8,22,0,48.82,1.5075,1.281,0.45275,4.7555,0.56375,0.68925,0.988,2.08575
,,,,,,,,,,,,
1,8,23,0,47.15,1.07675,0.67675,0.41675,4.56775,0.3705,0.40225,1.18775,1.25325
,,,,,,,,,,,,
1,9,0,1,45.49,0.8045,0.338,0.32375,3.9415,1.91675,0.46575,0.84275,0.67875
,,,,,,,,,,,,
1,9,1,1,44.46,0.787,0.31725,0.3115,2.1745,2.3015,0.3635,0.754,2.77525
,,,,,,,,,,,,
1,9,2,1,43.35,0.87475,0.311,0.402,0.64,0.46325,0.43625,0.77,0.714
,,,,,,,,,,,,
1,9,3,1,41.89,0.76475,0.43075,0.4105,0.70875,2.11125,0.4245,0.73425,2.479
,,,,,,,,,,,,
1,9,4,1,40.65,0.758,0.37,0.4375,0.64575,1.97975,0.442,0.61275,2.53725
,,,,,,,,,,,,
1,9,5,1,39.9,1.021,0.32275,0.42925,0.6855,1.83775,0.83175,0.584,4.04125
,,,,,,,,,,,,
1,9,6,1,38.9,1.49175,0.415,0.5675,0.69625,2.08125,0.6905,0.76825,1.49
,,,,,,,,,,,,
1,9,7,1,37.84,2.09925,0.3105,2.8245,1.05875,2.2745,0.482,0.82575,1.04625
,,,,,,,,,,,,
1,9,8,1,37.61,1.89125,1.694,0.87625,2.6515,2.64675,0.86625,1.9265,2.95625
,,,,,,,,,,,,
1,9,9,1,44.97,2.1135,1.18475,0.564,2.81775,0.348,0.53775,1.817,0.6175
,,,,,,,,,,,,
1,9,10,1,50.76,1.833,0.37125,0.4795,1.058,0.2905,0.5015,0.62225,2.6965
,,,,,,,,,,,,
1,9,11,1,56.6,1.69875,0.33475,0.397,0.654,0.36775,0.50475,0.618,0.598
,,,,,,,,,,,,
1,9,12,1,60.74,1.548,0.32975,0.401,0.98725,0.5335,0.45575,1.34225,0.60925
,,,,,,,,,,,,
1,9,13,1,64.72,0.74775,0.258,0.38775,0.807,0.34225,0.42225,2.3935,0.525
,,,,,,,,,,,,
1,9,14,1,66.91,0.70375,0.28625,0.547,0.7375,0.30875,0.62025,0.6365,0.61125
,,,,,,,,,,,,
1,9,15,1,69.55,0.704,0.314,1.64975,0.72375,0.281,0.46325,0.64325,0.58325
,,,,,,,,,,,,
1,9,16,1,69.65,0.6715,0.34425,0.35075,3.37425,0.27975,0.47575,0.6365,0.68275
,,,,,,,,,,,,
1,9,17,1,68.06,0.6975,0.2775,0.5245,4.984,0.32675,0.608,0.75875,0.577
,,,,,,,,,,,,
1,9,18,1,63.17,4.84175,0.637,1.961,4.6775,0.31325,1.00525,0.93025,2.1505
,,,,,,,,,,,,
1,9,19,1,59.37,2.6665,0.6715,1.65,4.916,0.886,1.2285,0.98675,2.1785
,,,,,,,,,,,,
1,9,20,1,55.65,4.7295,0.6905,1.92225,4.5065,0.493,0.98425,0.77725,1.9575
,,,,,,,,,,,,
1,9,21,1,53.79,1.419,1.082,2.078,3.6475,0.50625,0.7295,0.746,1.7495
,,,,,,,,,,,,
1,9,22,1,52.32,1.2925,0.449,1.841,3.67775,0.561,0.38075,0.9305,0.74525
,,,,,,,,,,,,
1,9,23,1,50.94,0.95475,0.438,1.75225,1.38875,0.5165,0.282,1.10175,0.64725
,,,,,,,,,,,,
1,10,0,2,49.54,0.72775,0.31025,1.7305,0.76325,1.98075,0.35975,0.63075,0.62225
,,,,,,,,,,,,
1,10,1,2,48.14,0.75775,0.32675,1.725,0.729,1.7535,0.32075,0.61375,2.32825
,,,,,,,,,,,,
1,10,2,2,47.72,0.702,0.31925,1.44325,0.6695,0.83925,0.3225,0.61275,0.48875
,,,,,,,,,,,,
1,10,3,2,47.59,0.78225,0.2805,0.322,0.6965,1.93925,0.285,0.615,2.47925
,,,,,,,,,,,,
1,10,4,2,47.66,0.9215,0.28625,0.323,0.68675,1.9595,0.31425,0.6085,0.47175
,,,,,,,,,,,,
